Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,trading_date
14.0,TRXTRON,TRX,1039726738.83,0.01559,66682072191,554916296.04,0.27,1.57,0.75,2019/09/15
15.0,HTHuobi Token,HT,1000118436.29,4.0706,245696127,63303315.84,0.06,0.57,0.62,2019/09/15
16.0,DASHDash,DASH,806313555.21,89.19,9040513,218503109.37,0.43,2.58,1.5,2019/09/15
17.0,ETCEthereum Classic,ETC,711078641.53,6.2651,113498685,445611167.61,0.02,0.2,5.28,2019/09/15
18.0,MIOTAIOTA,MIOTA,693517441.87,0.2495,2779530283,3340807.45,0.11,0.8,2.77,2019/09/15
19.0,XTZTezos,XTZ,662384863.41,1.003,660373612,9925483.76,0.03,0.39,6.23,2019/09/15
20.0,ATOMCosmos,ATOM,657552909.1,3.4483,190688439,189272973.54,0.15,9.48,32.3,2019/09/15
1.0,BTCBitcoin,BTC,180784051698.6,10070.39,17952037,13199651698.47,0.11,0.53,2.73,2019/09/22
2.0,ETHEthereum,ETH,22815755536.13,211.55,107852768,7812854576.0,0.64,1.73,10.38,2019/09/22
3.0,XRPXRP,XRP,12009356967.93,0.2789,43055012634,1242282757.65,0.23,3.38,6.49,2019/09/22
4.0,BCHBitcoin Cash,BCH,5554995552.26,308.3,18018038,1324458032.97,0.24,1.06,0.84,2019/09/22
5.0,LTCLitecoin,LTC,4597645596.35,72.62,63314392,2494428147.24,0.27,0.9,2.37,2019/09/22
6.0,USDTTether,USDT,4118866620.59,1.0026,4108044456,16627445895.65,0.1,0.01,0.14,2019/09/22
7.0,EOSEOS,EOS,3575680045.06,3.8331,932847190,1617857450.87,0.11,4.31,5.96,2019/09/22
8.0,BNBBinance Coin,BNB,3192478009.93,20.53,155536713,153747683.91,0.53,2.51,1.41,2019/09/22
9.0,BSVBitcoin SV,BSV,2141659237.66,119.95,17854986,242721087.18,0.84,1.78,1.11,2019/09/22
10.0,XLMStellar,XLM,1384230931.64,0.06892,20084647943,205953711.3,0.2,2.32,18.14,2019/09/22
11.0,ADACardano,ADA,1273314002.43,0.04911,25927070538,86152016.49,0.52,4.85,4.6,2019/09/22
12.0,XMRMonero,XMR,1260457544.45,73.19,17222051,72664743.69,0.54,0.52,3.17,2019/09/22
13.0,TRXTRON,TRX,1128300529.76,0.01692,66682072191,652943017.21,0.13,6.44,8.15,2019/09/22
14.0,LEOUNUS SED LEO,LEO,1081340504.05,1.0819,999498893,5911605.17,0.11,0.18,1.46,2019/09/22
15.0,HTHuobi Token,HT,988505341.23,4.0233,245696127,88236689.82,0.37,1.09,1.1,2019/09/22
16.0,DASHDash,DASH,830609846.39,91.76,9052417,213969219.71,0.15,1.85,2.15,2019/09/22
17.0,MIOTAIOTA,MIOTA,776502877.31,0.2794,2779530283,5563087.36,0.07,4.57,11.32,2019/09/22
18.0,XTZTezos,XTZ,696868197.84,1.0553,660373612,8594941.18,0.42,1.39,4.58,2019/09/22
19.0,ETCEthereum Classic,ETC,685271740.78,6.0277,113686626,467907074.95,0.19,1.79,4.11,2019/09/22
20.0,NEONeo,NEO,643616173.62,9.1243,70538831,267115362.62,0.38,3.09,0.2,2019/09/22
1.0,BTCBitcoin,BTC,145590374680.61,8104.19,17964837,13034629108.5,0.26,1.5,19.21,2019/09/29
2.0,ETHEthereum,ETH,18405401314.94,170.5,107947361,6497088198.81,0.62,2.17,18.55,2019/09/29
3.0,XRPXRP,XRP,10399003153.25,0.2414,43080011224,931369885.1,0.3,0.41,12.61,2019/09/29
4.0,USDTTether,USDT,4131364185.29,1.0057,4108044456,15804140911.77,0.06,0.0,0.25,2019/09/29
5.0,BCHBitcoin Cash,BCH,3974487247.26,220.43,18030588,1523703377.28,0.13,3.54,28.01,2019/09/29
6.0,LTCLitecoin,LTC,3441861229.43,54.32,63363217,1825233236.87,0.56,2.4,24.87,2019/09/29
7.0,EOSEOS,EOS,2611476257.42,2.7966,933817036,1199067768.77,0.43,2.19,26.45,2019/09/29
8.0,BNBBinance Coin,BNB,2380504959.59,15.31,155536713,109712932.41,0.96,3.37,24.72,2019/09/29
9.0,BSVBitcoin SV,BSV,1476698555.96,82.71,17854986,197802786.83,0.16,2.19,30.38,2019/09/29
10.0,XLMStellar,XLM,1168654373.02,0.05813,20105094642,162849826.85,0.25,1.77,13.94,2019/09/29
11.0,LEOUNUS SED LEO,LEO,1045263883.3,1.0458,999498893,10318586.97,0.18,0.56,3.21,2019/09/29
12.0,ADACardano,ADA,971890056.53,0.03749,25927070538,43311030.25,0.62,3.05,22.65,2019/09/29
13.0,XMRMonero,XMR,967928070.54,56.16,17233800,63364565.17,0.32,2.87,22.41,2019/09/29
14.0,TRXTRON,TRX,893676568.87,0.0134,66682072191,523279121.01,0.94,1.9,20.16,2019/09/29
15.0,HTHuobi Token,HT,759667874.35,3.0919,245696127,74630012.37,0.32,2.24,22.98,2019/09/29
16.0,MIOTAIOTA,MIOTA,728991374.91,0.2623,2779530283,3358638.96,0.01,1.4,5.81,2019/09/29
17.0,DASHDash,DASH,629405016.78,69.44,9064336,187343276.39,0.03,3.23,23.94,2019/09/29
18.0,LINKChainlink,LINK,601027004.32,1.7172,350000000,85120108.21,0.2,1.02,4.69,2019/09/29
19.0,XTZTezos,XTZ,586346796.21,0.8879,660373612,11871749.44,0.08,0.93,15.67,2019/09/29
20.0,ETCEthereum Classic,ETC,521298768.75,4.5779,113872006,439473025.62,0.34,2.39,23.69,2019/09/29
1.0,BTCBitcoin,BTC,143607672862.46,7988.16,17977575,13160830305.19,0.06,2.06,0.59,2019/10/06
2.0,ETHEthereum,ETH,18697637484.06,173.06,108041892,5852890673.67,0.38,1.9,2.12,2019/10/06
3.0,XRPXRP,XRP,11112666133.08,0.2577,43121735112,965338466.43,0.87,1.69,7.17,2019/10/06
4.0,USDTTether,USDT,4157697859.38,1.0121,4108044456,15827357438.67,0.02,0.91,0.71,2019/10/06
5.0,BCHBitcoin Cash,BCH,4031015784.73,223.41,18042975,1104864271.51,0.42,0.06,2.17,2019/10/06
6.0,LTCLitecoin,LTC,3513746873.64,55.41,63411792,2381501439.35,0.08,2.5,2.74,2019/10/06
7.0,EOSEOS,EOS,2760544953.59,2.9531,934784447,1182881123.17,0.45,1.13,6.1,2019/10/06
8.0,BNBBinance Coin,BNB,2387329910.37,15.35,155536713,116659102.83,0.31,2.43,0.47,2019/10/06
9.0,BSVBitcoin SV,BSV,1466721705.85,82.15,17854986,198006418.2,0.26,0.71,0.26,2019/10/06
10.0,XLMStellar,XLM,1188801304.53,0.05909,20117691449,166037941.17,0.4,0.04,1.88,2019/10/06
11.0,ADACardano,ADA,1019553042.08,0.03932,25927070538,38119872.42,0.73,1.04,5.74,2019/10/06
12.0,TRXTRON,TRX,986179655.13,0.01479,66682072191,647870693.94,0.18,2.63,11.33,2019/10/06
13.0,LEOUNUS SED LEO,LEO,972579234.13,0.9731,999498893,13378233.81,0.13,5.9,6.8,2019/10/06
14.0,XMRMonero,XMR,957040023.99,55.5,17245370,73400789.02,0.21,1.91,0.57,2019/10/06
15.0,LINKChainlink,LINK,765835879.32,2.1881,350000000,126356581.4,0.58,11.2,28.49,2019/10/06
16.0,MIOTAIOTA,MIOTA,751393369.7,0.2703,2779530283,6469439.67,0.48,2.23,3.47,2019/10/06
17.0,HTHuobi Token,HT,749185359.33,3.0492,245696127,71410156.1,0.01,3.06,0.48,2019/10/06
18.0,DASHDash,DASH,640641899.09,70.54,9081946,213763279.62,0.11,0.26,2.39,2019/10/06
19.0,XTZTezos,XTZ,579113085.98,0.8769,660373612,12691817.92,0.06,3.86,0.03,2019/10/06
20.0,ETCEthereum Classic,ETC,518461858.79,4.5456,114057863,375661290.89,0.07,1.57,0.25,2019/10/06
1.0,BTCBitcoin,BTC,149700817938.86,8321.01,17990712,13808286058.98,0.06,0.32,4.37,2019/10/13
2.0,ETHEthereum,ETH,19688808993.7,182.08,108135617,6733182272.99,0.17,0.38,5.45,2019/10/13
3.0,XRPXRP,XRP,11990204702.59,0.2778,43166787298,1176911157.8,0.27,1.56,7.53,2019/10/13
4.0,USDTTether,USDT,4128347940.82,1.0049,4108044456,16192755685.79,0.11,0.15,0.57,2019/10/13
5.0,BCHBitcoin Cash,BCH,4046676733.88,224.12,18055588,1113479952.86,0.16,0.56,0.5,2019/10/13
6.0,LTCLitecoin,LTC,3599137699.36,56.71,63461192,2235957909.15,0.14,1.08,2.86,2019/10/13
7.0,EOSEOS,EOS,2920280356.33,3.1208,935752765,1327230773.83,0.45,0.81,5.71,2019/10/13
8.0,BNBBinance Coin,BNB,2847569963.89,18.31,155536713,275090600.05,0.11,5.27,19.57,2019/10/13
9.0,BSVBitcoin SV,BSV,1547249914.41,86.66,17854986,267105275.63,0.09,0.39,5.39,2019/10/13
10.0,XLMStellar,XLM,1204152887.22,0.06014,20023784794,168514765.41,0.71,0.67,1.79,2019/10/13
11.0,TRXTRON,TRX,1076022132.73,0.01614,66682072191,622543636.11,0.04,2.46,8.63,2019/10/13
12.0,ADACardano,ADA,1071428262.4,0.04132,25927070538,34184264.61,0.32,1.65,5.9,2019/10/13
13.0,LEOUNUS SED LEO,LEO,997246024.26,0.9977,999498893,7798496.85,0.16,0.15,3.11,2019/10/13
14.0,XMRMonero,XMR,923683478.79,53.53,17256893,64022635.88,1.11,0.74,3.34,2019/10/13
15.0,LINKChainlink,LINK,874110353.86,2.4975,350000000,107136821.5,0.79,4.19,13.9,2019/10/13
16.0,HTHuobi Token,HT,838637658.64,3.4155,245537640,51315131.65,0.21,0.17,12.16,2019/10/13
17.0,MIOTAIOTA,MIOTA,775394347.36,0.279,2779530283,7376922.69,0.04,3.24,3.32,2019/10/13
18.0,DASHDash,DASH,644877127.3,70.91,9093803,218051256.15,0.19,0.36,0.84,2019/10/13
19.0,XTZTezos,XTZ,596776442.21,0.9037,660373612,19773440.71,0.06,1.2,3.08,2019/10/13
20.0,MEXCMEXC Token,MEXC,550834826.87,0.6034,912955691,1482073.72,0.32,0.68,8.93,2019/10/13
1.0,BTCBitcoin,BTC,148026597063.94,8222.08,18003550,15504249442.11,0.06,2.96,1.45,2019/10/20
2.0,ETHEthereum,ETH,18997957789.42,175.53,108229274,6801091120.45,0.06,1.72,4.02,2019/10/20
3.0,XRPXRP,XRP,12721101190.4,0.2942,43242653330,1804228003.43,0.18,0.6,4.79,2019/10/20
4.0,USDTTether,USDT,4119901026.02,1.0029,4108044456,19329244105.53,0.11,0.43,0.19,2019/10/20
5.0,BCHBitcoin Cash,BCH,4063978003.77,224.93,18068088,1366308263.9,0.0,5.12,0.16,2019/10/20
6.0,LTCLitecoin,LTC,3488800280.96,54.93,63508504,2612273452.87,0.08,1.7,3.47,2019/10/20
7.0,BNBBinance Coin,BNB,2867774149.14,18.44,155536713,225458859.05,0.47,1.28,0.63,2019/10/20
8.0,EOSEOS,EOS,2740115299.66,2.9252,936722563,1400512069.22,0.13,1.61,6.51,2019/10/20
9.0,BSVBitcoin SV,BSV,1690943191.46,94.7,17854986,303194147.25,0.13,4.89,8.82,2019/10/20
10.0,XLMStellar,XLM,1267150236.12,0.06325,20034911426,228457502.36,0.06,0.26,3.46,2019/10/20
11.0,TRXTRON,TRX,1037064304.5,0.01555,66682072191,632826319.36,0.04,0.3,4.74,2019/10/20
12.0,ADACardano,ADA,1024858733.34,0.03953,25927070538,33137956.07,0.01,0.87,4.57,2019/10/20
13.0,LEOUNUS SED LEO,LEO,1020843881.89,1.0214,999498893,7826639.21,0.1,0.45,2.75,2019/10/20
14.0,XMRMonero,XMR,974338218.93,56.42,17268294,70720780.99,0.16,3.14,5.8,2019/10/20
15.0,LINKChainlink,LINK,854512428.64,2.4415,350000000,86836833.7,1.52,3.39,3.14,2019/10/20
16.0,HTHuobi Token,HT,800894555.95,3.4196,234205523,77169216.04,0.22,0.1,0.88,2019/10/20
17.0,MIOTAIOTA,MIOTA,752938604.36,0.2709,2779530283,3002891.41,0.05,0.63,3.05,2019/10/20
18.0,DASHDash,DASH,631038167.0,69.3,9105708,193642159.36,0.31,2.36,2.85,2019/10/20
19.0,XTZTezos,XTZ,579437173.87,0.8774,660373612,9297805.78,0.01,1.21,3.66,2019/10/20
20.0,MEXCMEXC Token,MEXC,569036830.79,0.6218,915107826,1861833.58,0.27,4.11,2.72,2019/10/20
1.0,BTCBitcoin,BTC,172087039875.45,9551.71,18016350,32593129500.74,0.4,3.56,16.17,2019/10/27
2.0,ETHEthereum,ETH,19957408084.51,184.24,108321584,10815941952.49,0.7,2.64,5.11,2019/10/27
3.0,XRPXRP,XRP,12892254870.9,0.2981,43248091671,2237941945.98,0.27,1.58,1.82,2019/10/27
4.0,BCHBitcoin Cash,BCH,4723673729.2,261.25,18080938,3228198617.92,0.73,3.62,15.94,2019/10/27
5.0,USDTTether,USDT,4125469824.0,1.0042,4108044456,40519447548.97,0.04,0.17,0.06,2019/10/27
6.0,LTCLitecoin,LTC,3807830063.14,59.91,63554942,4218140032.0,0.35,5.8,9.38,2019/10/27
7.0,EOSEOS,EOS,3130088274.71,3.3381,937692132,3568565292.32,0.4,6.56,14.21,2019/10/27
8.0,BNBBinance Coin,BNB,3008958175.1,19.35,155536713,292948855.01,0.12,3.28,5.65,2019/10/27
9.0,BSVBitcoin SV,BSV,2538038523.61,140.47,18068415,834794508.94,0.49,1.22,47.67,2019/10/27
10.0,XLMStellar,XLM,1292824227.39,0.06451,20039779054,287822040.32,0.27,2.91,2.03,2019/10/27
11.0,TRXTRON,TRX,1275743415.0,0.01913,66682072191,1578939461.96,1.25,16.08,23.39,2019/10/27
12.0,ADACardano,ADA,1097616330.09,0.04233,25927070538,122643092.58,0.44,4.76,7.92,2019/10/27
13.0,XMRMonero,XMR,1032497926.34,59.75,17279470,166355879.29,1.08,5.87,5.85,2019/10/27
14.0,LEOUNUS SED LEO,LEO,980763585.05,0.9813,999498893,15997168.62,0.64,0.27,3.7,2019/10/27
15.0,LINKChainlink,LINK,936411527.68,2.6755,350000000,135864814.02,0.41,2.22,9.09,2019/10/27
16.0,HTHuobi Token,HT,862665494.34,3.5734,241415523,179486077.81,1.13,1.69,4.27,2019/10/27
17.0,NEONeo,NEO,814128670.11,11.54,70538831,1153240925.43,1.13,26.28,57.75,2019/10/27
18.0,MIOTAIOTA,MIOTA,760527581.12,0.2736,2779530283,13641390.55,0.18,2.24,1.17,2019/10/27
19.0,DASHDash,DASH,654270106.88,71.76,9117609,260742874.48,0.8,1.18,3.28,2019/10/27
20.0,ATOMCosmos,ATOM,610752427.16,3.2029,190688439,202467915.0,0.34,3.76,10.87,2019/10/27
1.0,BTCBitcoin,BTC,166495319475.22,9235.35,18028037,21132220847.49,0.03,1.03,4.2,2019/11/03
2.0,ETHEthereum,ETH,19777347724.09,182.43,108413569,8760247743.9,0.26,0.83,1.76,2019/11/03
3.0,XRPXRP,XRP,12596463117.22,0.2913,43248091671,1381510371.08,0.29,1.79,2.47,2019/11/03
4.0,BCHBitcoin Cash,BCH,5296136970.28,292.71,18093425,2598715593.22,0.56,0.13,10.75,2019/11/03
5.0,USDTTether,USDT,4126314408.69,1.0044,4108044456,24597499286.73,0.06,0.03,0.4,2019/11/03
6.0,LTCLitecoin,LTC,3728676101.93,58.63,63601946,3259935586.02,0.4,0.1,3.06,2019/11/03
7.0,BNBBinance Coin,BNB,3142781985.62,20.21,155536713,257571665.6,0.15,0.33,2.61,2019/11/03
8.0,EOSEOS,EOS,3083125736.82,3.2846,938664398,1747407101.29,0.31,1.52,2.93,2019/11/03
9.0,BSVBitcoin SV,BSV,2341224259.14,129.58,18068415,625193166.45,0.32,2.0,8.62,2019/11/03
10.0,XLMStellar,XLM,1385608525.89,0.06909,20054779654,310422868.81,0.2,2.59,6.36,2019/11/03
11.0,TRXTRON,TRX,1313635904.75,0.0197,66682072191,854200817.26,0.24,1.34,1.34,2019/11/03
12.0,XMRMonero,XMR,1097392280.75,63.47,17290651,252599152.3,1.16,1.87,4.9,2019/11/03
13.0,ADACardano,ADA,1087128847.82,0.04193,25927070538,38559537.28,0.13,1.54,2.36,2019/11/03
14.0,LEOUNUS SED LEO,LEO,1004268683.34,1.0048,999498893,7514507.19,0.11,0.3,1.89,2019/11/03
15.0,HTHuobi Token,HT,942696186.96,3.907,241284047,109409606.08,0.08,1.09,5.72,2019/11/03
16.0,LINKChainlink,LINK,935129238.53,2.6718,350000000,106456374.47,0.04,1.57,2.04,2019/11/03
17.0,NEONeo,NEO,781207002.94,11.07,70538831,463777667.71,0.24,0.38,6.72,2019/11/03
18.0,MIOTAIOTA,MIOTA,750369699.18,0.27,2779530283,4683883.41,0.07,1.56,1.88,2019/11/03
19.0,DASHDash,DASH,652416407.25,71.42,9135186,273155768.91,0.2,1.36,2.41,2019/11/03
20.0,ATOMCosmos,ATOM,647561219.0,3.3959,190688439,134586293.95,0.35,1.14,4.54,2019/11/03
1.0,BTCBitcoin,BTC,163364406731.87,9055.53,18040300,20587919881.03,0.41,2.75,1.71,2019/11/10
2.0,ETHEthereum,ETH,20559121064.62,189.48,108504416,8752784211.21,0.44,2.34,3.99,2019/11/10
3.0,XRPXRP,XRP,12132388502.12,0.2802,43298481757,1557437413.3,0.44,0.2,3.98,2019/11/10
4.0,BCHBitcoin Cash,BCH,5313685658.36,293.48,18106063,2125907736.64,0.65,3.84,1.58,2019/11/10
5.0,USDTTether,USDT,4119110880.64,1.0027,4108044456,24552202766.58,0.04,0.14,0.31,2019/11/10
6.0,LTCLitecoin,LTC,4063643935.84,63.84,63652108,3611586094.46,0.46,2.98,9.14,2019/11/10
7.0,EOSEOS,EOS,3368114310.2,3.5845,939630194,2399902626.37,0.56,2.85,9.5,2019/11/10
8.0,BNBBinance Coin,BNB,3185665329.36,20.48,155536713,239714467.99,0.1,3.32,1.03,2019/11/10
9.0,BSVBitcoin SV,BSV,2434718388.39,134.75,18068415,672594575.25,0.39,4.01,4.81,2019/11/10
10.0,XLMStellar,XLM,1568851587.39,0.07823,20054779554,343258930.15,0.74,7.42,13.85,2019/11/10
11.0,TRXTRON,TRX,1293789172.93,0.0194,66682072191,1197385478.24,0.34,2.41,0.56,2019/11/10
12.0,ADACardano,ADA,1139696015.62,0.04396,25927070538,71691724.66,0.2,3.61,5.01,2019/11/10
13.0,XMRMonero,XMR,1105294084.01,63.9,17296526,176219413.87,0.36,2.85,0.41,2019/11/10
14.0,LEOUNUS SED LEO,LEO,991422947.03,0.9919,999498893,13815799.78,0.14,1.54,1.34,2019/11/10
15.0,LINKChainlink,LINK,973925990.97,2.7826,350000000,145643656.81,0.07,0.58,4.6,2019/11/10
16.0,HTHuobi Token,HT,941624371.79,3.9026,241284047,120366894.48,0.26,1.56,0.21,2019/11/10
17.0,XTZTezos,XTZ,812505003.9,1.2304,660373612,31134798.99,0.35,0.55,41.59,2019/11/10
18.0,ATOMCosmos,ATOM,802408392.75,4.208,190688439,175582528.78,0.05,6.3,24.11,2019/11/10
19.0,NEONeo,NEO,779188899.96,11.05,70538831,422163610.23,0.63,3.51,0.39,2019/11/10
20.0,MIOTAIOTA,MIOTA,744181542.43,0.2677,2779530283,8344804.02,0.15,0.48,1.13,2019/11/10
1.0,BTCBitcoin,BTC,154861842424.93,8577.98,18053425,18668638896.63,1.19,0.32,5.24,2019/11/17
2.0,ETHEthereum,ETH,20102654600.78,185.12,108593008,7364325470.86,0.9,0.93,2.52,2019/11/17
3.0,XRPXRP,XRP,11485052604.3,0.2653,43298481757,1273573228.91,1.06,0.58,5.71,2019/11/17
4.0,BCHBitcoin Cash,BCH,4869324517.06,268.74,18118875,1565942482.4,1.43,0.42,8.61,2019/11/17
5.0,USDTTether,USDT,4142844475.71,1.0085,4108044456,20418489157.32,0.86,0.18,0.51,2019/11/17
6.0,LTCLitecoin,LTC,3794900734.42,59.57,63701446,3215100477.98,1.25,1.51,6.76,2019/11/17
7.0,EOSEOS,EOS,3218347132.48,3.4216,940608996,1573105687.12,0.95,0.53,4.7,2019/11/17
8.0,BNBBinance Coin,BNB,3151297090.58,20.26,155536713,224982344.15,1.02,0.01,1.28,2019/11/17
9.0,BSVBitcoin SV,BSV,2246662177.65,124.34,18068415,433044444.04,1.15,0.02,8.06,2019/11/17
10.0,XLMStellar,XLM,1446685558.15,0.07214,20054779554,197097973.86,0.83,0.35,7.81,2019/11/17
11.0,TRXTRON,TRX,1259812513.04,0.01889,66682072191,896891601.94,1.24,0.43,2.49,2019/11/17
12.0,ADACardano,ADA,1177627885.38,0.04542,25927070538,74834540.11,1.52,2.74,3.75,2019/11/17
13.0,XMRMonero,XMR,1075882950.17,62.14,17312551,201294251.17,1.45,0.24,2.86,2019/11/17
14.0,LINKChainlink,LINK,1026161955.07,2.9319,350000000,99099080.35,0.42,1.87,5.55,2019/11/17
15.0,LEOUNUS SED LEO,LEO,975032312.59,0.9755,999498893,8372880.76,1.02,0.29,1.58,2019/11/17
16.0,HTHuobi Token,HT,878332589.3,3.6402,241284047,164664144.93,1.29,0.64,6.93,2019/11/17
17.0,NEONeo,NEO,858760423.11,12.17,70538831,411707984.74,0.98,1.93,10.1,2019/11/17
18.0,XTZTezos,XTZ,767707352.92,1.1625,660373612,22483166.7,1.25,0.38,5.52,2019/11/17
19.0,ATOMCosmos,ATOM,748307218.67,3.9242,190688439,119429121.34,0.83,1.44,6.02,2019/11/17
20.0,MIOTAIOTA,MIOTA,720280246.35,0.2591,2779530283,8438805.3,1.18,0.38,3.18,2019/11/17
1.0,BTCBitcoin,BTC,127327398565.03,7047.92,18065962,30433517289.47,0.99,4.44,18.09,2019/11/24
2.0,ETHEthereum,ETH,15523459920.49,142.83,108681292,7782769097.96,1.96,6.81,23.1,2019/11/24
3.0,XRPXRP,XRP,9663857830.99,0.2232,43299885509,2932397174.29,2.19,4.88,16.03,2019/11/24
4.0,USDTTether,USDT,4180011937.39,1.0175,4108044456,25990545760.92,0.57,0.48,0.59,2019/11/24
5.0,BCHBitcoin Cash,BCH,3719555397.51,205.15,18131013,2128845957.16,1.64,5.01,23.86,2019/11/24
6.0,LTCLitecoin,LTC,2849656911.63,44.73,63701938,2709705879.18,2.22,7.68,25.29,2019/11/24
7.0,BNBBinance Coin,BNB,2376408888.99,15.28,155536713,232363837.13,2.74,6.41,24.81,2019/11/24
8.0,EOSEOS,EOS,2307205604.79,2.4504,941580899,2906089979.26,2.52,9.58,28.63,2019/11/24
9.0,BSVBitcoin SV,BSV,1814217167.92,100.41,18068415,599838915.16,2.4,7.54,19.48,2019/11/24
10.0,XLMStellar,XLM,1140743319.59,0.05688,20054779554,795594527.54,1.87,6.07,21.24,2019/11/24
11.0,LEOUNUS SED LEO,LEO,935760479.05,0.9362,999498893,13756868.19,0.39,1.66,4.44,2019/11/24
12.0,TRXTRON,TRX,928905052.13,0.01393,66682072191,1212567751.36,2.12,7.81,26.35,2019/11/24
13.0,ADACardano,ADA,922680695.48,0.03559,25927070538,62998664.48,1.32,7.17,21.83,2019/11/24
14.0,XTZTezos,XTZ,887731654.43,1.3443,660373612,49206069.82,1.39,3.65,13.73,2019/11/24
15.0,XMRMonero,XMR,835374693.01,48.22,17323449,150228084.17,1.8,7.37,22.72,2019/11/24
16.0,LINKChainlink,LINK,789526614.89,2.2558,350000000,149929049.52,1.93,7.21,23.32,2019/11/24
17.0,NEONeo,NEO,645495987.74,9.1509,70538831,400062692.95,2.08,9.19,24.61,2019/11/24
18.0,HTHuobi Token,HT,583464627.26,2.4182,241284047,129201164.78,2.36,13.94,33.53,2019/11/24
19.0,ATOMCosmos,ATOM,582795476.9,3.0563,190688439,267084993.87,5.45,5.39,21.76,2019/11/24
20.0,MIOTAIOTA,MIOTA,565947118.61,0.2036,2779530283,10929514.56,2.62,6.18,21.95,2019/11/24
1.0,BTCBitcoin,BTC,134215145409.92,7424.29,18077837,18720708479.35,0.28,1.64,6.33,2019/12/01
2.0,ETHEthereum,ETH,16443650814.39,151.19,108764570,7102780297.54,0.17,0.49,5.97,2019/12/01
3.0,XRPXRP,XRP,9756884340.97,0.2253,43299885509,1176237060.4,0.56,0.22,1.75,2019/12/01
4.0,USDTTether,USDT,4118235661.15,1.0025,4108044456,21027847332.3,0.15,0.04,0.91,2019/12/01
5.0,BCHBitcoin Cash,BCH,3922144119.0,216.17,18143825,1260404762.21,0.11,1.12,5.38,2019/12/01
6.0,LTCLitecoin,LTC,3041545709.07,47.71,63749132,2781413686.07,0.19,0.68,5.88,2019/12/01
7.0,EOSEOS,EOS,2618290742.23,2.7779,942556942,1792147034.05,0.29,0.97,12.87,2019/12/01
8.0,BNBBinance Coin,BNB,2410249227.29,15.5,155536713,203268416.7,0.03,0.97,1.41,2019/12/01
9.0,BSVBitcoin SV,BSV,1884411960.68,104.29,18068415,377438738.63,0.1,2.84,3.76,2019/12/01
10.0,XLMStellar,XLM,1164817487.42,0.05808,20054779554,214999369.9,0.36,1.7,1.91,2019/12/01
11.0,TRXTRON,TRX,1063601685.2,0.01595,66682072191,1221749577.2,0.09,3.13,14.39,2019/12/01
12.0,ADACardano,ADA,1026365437.17,0.03959,25927070538,59641355.4,0.38,1.94,11.73,2019/12/01
13.0,XMRMonero,XMR,928901682.79,53.59,17334698,32630308.78,0.26,1.88,10.95,2019/12/01
14.0,LEOUNUS SED LEO,LEO,920004249.02,0.9205,999498893,7672142.66,0.05,0.77,1.04,2019/12/01
15.0,XTZTezos,XTZ,828296390.47,1.2543,660373612,24127566.8,0.97,5.86,4.33,2019/12/01
16.0,LINKChainlink,LINK,758496044.01,2.1671,350000000,136819693.23,0.11,2.92,3.13,2019/12/01
17.0,ATOMCosmos,ATOM,726017955.02,3.8074,190688439,175883739.43,0.36,2.36,20.73,2019/12/01
18.0,HTHuobi Token,HT,676072551.96,2.802,241284047,155934736.92,0.16,0.62,17.17,2019/12/01
19.0,NEONeo,NEO,655229253.43,9.2889,70538831,313468750.06,0.12,0.64,1.94,2019/12/01
20.0,MIOTAIOTA,MIOTA,574237706.74,0.2066,2779530283,5360255.89,0.05,1.77,1.26,2019/12/01
1.0,BTCBitcoin,BTC,136847419895.98,7564.35,18091112,15409908086.2,0.0,0.16,2.23,2019/12/08
2.0,ETHEthereum,ETH,16464729150.19,151.26,108847116,6441727251.9,0.08,1.61,0.23,2019/12/08
3.0,XRPXRP,XRP,9974529031.25,0.2304,43285660917,1117646357.78,0.2,1.05,2.88,2019/12/08
4.0,USDTTether,USDT,4134238974.83,1.0064,4108044456,16556799285.74,0.31,0.17,0.2,2019/12/08
5.0,BCHBitcoin Cash,BCH,3891948419.08,214.36,18156438,1048971272.87,0.1,0.8,0.91,2019/12/08
6.0,LTCLitecoin,LTC,2931804622.03,45.95,63800146,2266427857.2,0.39,0.77,3.19,2019/12/08
7.0,EOSEOS,EOS,2603139257.61,2.7589,943527147,1081418816.1,0.08,0.95,0.51,2019/12/08
8.0,BNBBinance Coin,BNB,2437963812.54,15.67,155536713,223721642.86,0.1,0.06,1.25,2019/12/08
9.0,BSVBitcoin SV,BSV,1760696830.28,97.45,18068415,255260741.63,0.2,1.26,6.0,2019/12/08
10.0,XLMStellar,XLM,1125717482.06,0.05613,20054779554,159244878.27,1.05,1.46,2.67,2019/12/08
11.0,XTZTezos,XTZ,1061776776.18,1.6078,660373612,67179435.81,0.73,9.38,27.65,2019/12/08
12.0,ADACardano,ADA,1009798192.45,0.03895,25927070538,25653004.19,0.45,0.52,1.18,2019/12/08
13.0,TRXTRON,TRX,983813077.75,0.01475,66682072191,909202289.13,0.48,0.97,6.74,2019/12/08
14.0,XMRMonero,XMR,940877036.48,54.24,17345476,121427914.02,0.23,0.7,1.42,2019/12/08
15.0,LEOUNUS SED LEO,LEO,913036740.68,0.9135,999498893,7033320.36,0.2,0.11,1.18,2019/12/08
