Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,trading_date
16.0,ATOMCosmos,ATOM,752311273.88,3.9452,190688439,201085482.84,0.12,3.9,3.36,2019/12/08
17.0,LINKChainlink,LINK,720652032.49,2.059,350000000,103114464.87,0.65,0.01,4.86,2019/12/08
18.0,HTHuobi Token,HT,680272345.02,2.8194,241284047,86537271.71,0.12,0.51,0.33,2019/12/08
19.0,999999,999,654069606.95,3.0127,217100999,21487781.01,0.06,34.87,506.06,2019/12/08
20.0,NEONeo,NEO,641236530.19,9.0905,70538831,305831753.42,0.13,1.41,1.99,2019/12/08
1.0,BTCBitcoin,BTC,129481424647.56,7152.3,18103462,16881129804.3,0.05,0.48,5.29,2019/12/15
2.0,ETHEthereum,ETH,15589117504.16,143.11,108927217,7235153410.53,0.06,0.45,5.32,2019/12/15
3.0,XRPXRP,XRP,9467680409.95,0.2186,43310265523,1171149673.43,0.02,0.51,5.0,2019/12/15
4.0,USDTTether,USDT,4127007369.9,1.0046,4108044456,19575469230.12,0.09,0.13,0.01,2019/12/15
5.0,BCHBitcoin Cash,BCH,3767572455.39,207.36,18168813,1364339246.59,0.07,0.07,3.22,2019/12/15
6.0,LTCLitecoin,LTC,2784724200.68,43.76,63640907,2668105124.2,0.05,0.12,4.5,2019/12/15
7.0,EOSEOS,EOS,2430995703.17,2.5738,944504388,1201756312.05,0.13,0.32,6.48,2019/12/15
8.0,BNBBinance Coin,BNB,2253796377.9,14.49,155536713,167670329.31,0.04,0.29,7.71,2019/12/15
9.0,BSVBitcoin SV,BSV,1689052392.75,93.48,18068415,360708497.51,0.12,0.65,3.55,2019/12/15
10.0,XTZTezos,XTZ,1108106235.46,1.678,660373612,67968593.92,0.69,0.17,5.37,2019/12/15
11.0,XLMStellar,XLM,1030780416.59,0.0514,20054779554,184576351.34,0.11,0.7,7.74,2019/12/15
12.0,ADACardano,ADA,950315361.18,0.03665,25927070538,28289226.85,0.18,0.8,5.38,2019/12/15
13.0,TRXTRON,TRX,935432753.73,0.01403,66682072191,1025255094.27,0.01,0.62,4.3,2019/12/15
14.0,XMRMonero,XMR,883861446.02,50.92,17356155,104854858.91,0.1,0.98,5.71,2019/12/15
15.0,LEOUNUS SED LEO,LEO,875206828.34,0.8756,999498893,6669408.26,0.1,0.64,4.04,2019/12/15
16.0,ATOMCosmos,ATOM,857024369.53,4.4944,190688439,230817887.47,0.39,5.94,14.62,2019/12/15
17.0,LINKChainlink,LINK,730394059.43,2.0868,350000000,114518248.13,0.47,3.93,1.73,2019/12/15
18.0,HTHuobi Token,HT,657605992.03,2.7254,241284047,122494595.8,0.12,0.64,3.43,2019/12/15
19.0,NEONeo,NEO,632257321.46,8.9633,70538831,426974844.63,0.03,1.52,1.21,2019/12/15
20.0,999999,999,621545205.01,2.8629,217101154,799349.23,0.05,42.52,4.97,2019/12/15
1.0,BTCBitcoin,BTC,136088022048.89,7511.59,18117075,23134537956.15,1.01,4.52,5.47,2019/12/22
2.0,ETHEthereum,ETH,14428651183.04,132.37,109000352,9121058480.87,0.02,3.32,7.13,2019/12/22
3.0,XRPXRP,XRP,8532972545.85,0.197,43319477613,1261599020.83,0.21,1.77,9.36,2019/12/22
4.0,USDTTether,USDT,4124011171.29,1.0039,4108044456,26913344235.63,0.18,0.14,0.16,2019/12/22
5.0,BCHBitcoin Cash,BCH,3575561678.56,196.66,18181275,1549039085.22,0.16,4.86,4.9,2019/12/22
6.0,LTCLitecoin,LTC,2672823095.24,41.97,63691432,3141032975.93,0.0,4.84,3.68,2019/12/22
7.0,EOSEOS,EOS,2402901553.75,2.5414,945485663,1641276178.14,0.18,3.01,1.04,2019/12/22
8.0,BNBBinance Coin,BNB,2151987386.59,13.84,155536713,204111889.99,0.69,3.29,4.23,2019/12/22
9.0,BSVBitcoin SV,BSV,1590712640.58,88.04,18068415,389220983.2,0.1,3.27,5.34,2019/12/22
10.0,XTZTezos,XTZ,1018816410.23,1.4676,694191974,50459429.45,0.18,1.44,12.39,2019/12/22
11.0,TRXTRON,TRX,994421661.05,0.01491,66682072191,1319603646.54,0.11,9.72,6.62,2019/12/22
12.0,XLMStellar,XLM,948508443.82,0.0473,20054779554,192185818.21,0.22,2.05,8.04,2019/12/22
13.0,ADACardano,ADA,893609680.12,0.03447,25927070538,24856105.51,0.45,3.49,5.38,2019/12/22
14.0,LEOUNUS SED LEO,LEO,875067257.55,0.8755,999498893,6914892.11,0.44,1.87,0.11,2019/12/22
15.0,MINMINDOL,MIN,832872265.89,4.8828,170571519,3189146.75,0.65,4.29,28.13,2019/12/22
16.0,XMRMonero,XMR,824143648.6,47.46,17366506,119713579.9,0.26,4.2,6.53,2019/12/22
17.0,ATOMCosmos,ATOM,814002309.4,4.2688,190688439,119057894.64,1.58,4.14,3.42,2019/12/22
18.0,999999,999,775012841.65,3.5698,217101154,384232.4,0.03,3.31,22.13,2019/12/22
19.0,HTHuobi Token,HT,689495068.22,2.8576,241284047,134255821.17,0.58,1.61,5.49,2019/12/22
20.0,LINKChainlink,LINK,677398756.24,1.9354,350000000,120076955.32,0.51,3.18,6.58,2019/12/22
1.0,BTCBitcoin,BTC,134570835775.06,7422.65,18129750,22445257701.74,0.65,1.34,1.08,2019/12/29
2.0,ETHEthereum,ETH,14698483422.09,134.76,109073191,9708776785.73,1.03,4.91,1.29,2019/12/29
3.0,XRPXRP,XRP,8536136120.35,0.1971,43319477613,1176573822.08,0.54,1.92,0.25,2019/12/29
4.0,USDTTether,USDT,4125339508.86,1.0042,4108044456,26657374931.75,0.53,0.16,0.1,2019/12/29
5.0,BCHBitcoin Cash,BCH,3874556156.19,212.96,18194175,1856273466.95,0.77,2.95,8.64,2019/12/29
6.0,LTCLitecoin,LTC,2783708411.61,43.67,63743219,3573796558.17,0.73,1.88,3.65,2019/12/29
7.0,EOSEOS,EOS,2548344835.55,2.6925,946461537,1728744338.66,0.72,2.14,5.69,2019/12/29
8.0,BNBBinance Coin,BNB,2200851434.24,14.15,155536713,225354585.04,0.06,3.25,2.6,2019/12/29
9.0,BSVBitcoin SV,BSV,1813274573.35,100.36,18068415,569875111.32,0.43,6.13,13.47,2019/12/29
10.0,XLMStellar,XLM,926843557.23,0.04622,20054779554,148653161.38,0.12,2.42,1.07,2019/12/29
11.0,TRXTRON,TRX,916441896.99,0.01374,66682072191,1090566659.99,0.94,1.72,8.1,2019/12/29
12.0,XTZTezos,XTZ,911327053.77,1.3128,694191974,45413699.33,0.13,1.52,11.12,2019/12/29
13.0,ADACardano,ADA,888882223.76,0.03428,25927070538,23696263.28,0.85,2.09,0.22,2019/12/29
14.0,LEOUNUS SED LEO,LEO,823580467.65,0.824,999498893,6545581.67,0.73,1.06,5.23,2019/12/29
15.0,ATOMCosmos,ATOM,813804080.92,4.2677,190688439,125572029.06,0.19,3.79,1.47,2019/12/29
16.0,XMRMonero,XMR,813746410.83,46.83,17376880,90219027.37,0.64,2.67,1.03,2019/12/29
17.0,HTHuobi Token,HT,678721856.55,2.813,241284047,106362519.72,0.83,0.57,1.12,2019/12/29
18.0,LINKChainlink,LINK,665841558.77,1.9024,350000000,53574998.15,0.59,1.2,1.75,2019/12/29
19.0,NEONeo,NEO,652749972.22,9.2538,70538831,440624014.56,0.8,5.24,3.8,2019/12/29
20.0,MINMINDOL,MIN,638796576.01,3.7511,170295785,2764048.74,2.0,5.36,22.93,2019/12/29
