Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$1,526,085,088.84",$130.37,"11,705,800 BTC",0.13%,0.78%,7.45%
2.0,LTCLitecoin,LTC,"$56,132,523.21",$2.6400,"21,262,380 LTC",-0.10%,3.13%,-2.67%
3.0,XRPXRP,XRP,"$50,595,569.15",$0.006472,"7,817,889,792 XRP",0.50%,1.51%,5.22%
4.0,PPCPeercoin,PPC,"$3,944,890.73",$0.1943,"20,308,182 PPC",0.70%,0.46%,3.06%
5.0,NMCNamecoin,NMC,"$3,927,493.58",$0.5932,"6,621,043 NMC",-0.08%,0.65%,2.08%
6.0,FTCFeathercoin,FTC,"$2,133,923.63",$0.1317,"16,206,150 FTC",0.64%,0.11%,-1.24%
7.0,NVCNovacoin,NVC,"$1,416,042.23",$3.5747,"396,124 NVC",0.14%,1.18%,-0.83%
8.0,XPMPrimecoin,XPM,"$722,530.23",$0.3455,"2,091,378 XPM",2.72%,9.21%,-30.83%
9.0,TRCTerracoin,TRC,"$668,634.52",$0.1786,"3,743,610 TRC",-0.47%,-3.51%,10.72%
10.0,DVCDevcoin,DVC,"$255,263.41",$0.00004824,"5,291,870,208 DVC",0.14%,-3.08%,4.03%
11.0,CBXBullion,CBX,"$250,854.21",$0.3241,"773,991 CBX",0.40%,1.87%,-5.19%
12.0,IFCInfinitecoin,IFC,"$169,690.91",$0.0000022,"77,248,724,992 IFC",4.69%,7.56%,-22.62%
13.0,DGCDigitalcoin,DGC,"$149,716.15",$0.01748,"8,565,631 DGC",3.07%,-0.45%,-14.50%
14.0,MECMegacoin,MEC,"$143,501.71",$0.007821,"18,348,500 MEC",0.14%,-5.99%,29.66%
15.0,GLCGoldCoin,GLC,"$138,115.97",$0.005163,"26,752,910 GLC",-0.35%,5.54%,18.49%
16.0,FRCFreicoin,FRC,"$125,808.50",$0.004693,"26,805,864 FRC",0.14%,-10.85%,-28.58%
17.0,ANCAnoncoin,ANC,"$125,016.76",$0.2868,"435,895 ANC",0.14%,21.42%,75.46%
18.0,IXCIxcoin,IXC,"$119,895.90",$0.00777,"15,430,514 IXC",0.14%,-12.92%,13.22%
19.0,WDCWorldCoin,WDC,"$93,788.65",$0.00455,"20,613,284 WDC",4.19%,1.94%,2.86%
20.0,MNCMincoin,MNC,"$78,093.88",$0.05919,"1,319,421 MNC",3.33%,2.12%,10.56%
,Zetacoin,,,,,,,
,Quark,,,,,,,
,Yacoin,,,,,,,
,Memecoin,,,,,,,
,Fastcoin,,,,,,,
,BBQCoin,,,,,,,
,XenCoin,,,,,,,
,CHNCoin,,,,,,,
,Phoenixcoin,,,,,,,
,AlphaCoin,,,,,,,
,Franko,,,,,,,
,Luckycoin,,,,,,,
,Bytecoin,,,,,,,
,BitBar,,,,,,,
,EZCoin,,,,,,,
,Doubloons,,,,,,,
,Krugercoin,,,,,,,
,Junkcoin,,,,,,,
,Bitgem,,,,,,,
,CraftCoin,,,,,,,
,Argentum,,,,,,,
,CasinoCoin,,,,,,,
,Emerald Crypto,,,,,,,
,Nibble,,,,,,,
,GlobalCoin,,,,,,,
,StableCoin,,,,,,,
,GIL,,,,,,,
,Hypercoin,,,,,,,
,Spots,,,,,,,
,Elacoin,,,,,,,
,Noirbits,,,,,,,
