Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$1,218,626,731.94",$107.60,"11,325,525 BTC",-0.27%,-0.60%,7.69%
2.0,LTCLitecoin,LTC,"$58,663,951.67",$3.1172,"18,819,604 LTC",-0.59%,2.78%,47.72%
3.0,NMCNamecoin,NMC,"$3,329,217.96",$0.5627,"5,916,000 NMC",-1.19%,0.81%,39.70%
4.0,PPCPeercoin,PPC,"$2,358,403.70",$0.1216,"19,396,678 PPC",-0.50%,-2.03%,10.35%
5.0,NVCNovacoin,NVC,"$1,042,586.72",$3.4970,"298,137 NVC",-0.55%,0.07%,7.07%
6.0,FTCFeathercoin,FTC,"$799,217.02",$0.09899,"8,073,550 FTC",-0.11%,16.47%,-8.82%
7.0,TRCTerracoin,TRC,"$416,782.31",$0.1399,"2,979,570 TRC",0.50%,2.07%,-13.00%
8.0,DVCDevcoin,DVC,"$407,340.96",$0.00008608,"4,732,120,064 DVC",-0.27%,-4.26%,-4.30%
9.0,FRCFreicoin,FRC,"$274,484.38",$0.01259,"21,801,296 FRC",-0.33%,-24.96%,-29.85%
10.0,CNCCHNCoin,CNC,"$135,261.23",$0.02582,"5,237,810 CNC",4.10%,-25.48%,-38.17%
11.0,DGCDigitalcoin,DGC,"$84,169.38",$0.02819,"2,985,547 DGC",0.34%,-2.42%,-4.86%
12.0,YACYacoin,YAC,"$82,023.91",$0.02163,"3,792,557 YAC",-0.32%,-0.96%,5.92%
13.0,BQCBBQCoin,BQC,"$79,853.09",$0.0041,"19,478,450 BQC",-0.23%,-3.86%,-2.58%
14.0,IXCIxcoin,IXC,"$68,433.51",$0.00495,"13,826,066 IXC",-0.20%,--,--
15.0,WDCWorldCoin,WDC,"$67,830.58",$0.009766,"6,945,743 WDC",-0.23%,-0.33%,6.40%
16.0,BTBBitBar,BTB,"$24,643.61",$6.5636,"3,755 BTB",-0.23%,-0.60%,3.53%
17.0,MNCMincoin,MNC,"$24,316.38",$0.02153,"1,129,661 MNC",-0.33%,-0.59%,-36.82%
18.0,GLCGoldCoin,GLC,"$18,141.18",$0.001189,"15,263,950 GLC",-0.41%,13.07%,-20.14%
19.0,MEMMemecoin,MEM,"$13,338.13",$0.00109,"12,236,950 MEM",-0.02%,-4.68%,29.75%
20.0,BTEBytecoin,BTE,"$11,370.84",$0.01238,"918,850 BTE",-0.23%,-18.72%,--
,Luckycoin,,,,,,,
,Franko,,,,,,,
,Nibble,,,,,,,
,AmericanCoin,,,,,,,
,Junkcoin,,,,,,,
,Elacoin,,,,,,,
