Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$64,453,368,778.96","$3,673.84","17,543,887 BTC","$7,039,512,502.62",0.53%,1.09%,0.33%
2.0,ETHEthereum,ETH,"$14,014,695,489.54",$133.60,"104,901,292 ETH","$4,236,081,129.54",0.20%,8.23%,10.81%
3.0,XRPXRP,XRP,"$12,501,307,769.46",$0.3034,"41,208,093,050 XRP","$427,237,164.50",0.27%,0.59%,-0.77%
4.0,LTCLitecoin,LTC,"$2,658,324,155.44",$43.93,"60,514,975 LTC","$1,089,205,821.53",0.26%,0.71%,-3.74%
5.0,EOSEOS,EOS,"$2,611,983,793.64",$2.8822,"906,245,118 EOS","$893,315,802.60",0.90%,2.25%,4.42%
6.0,BCHBitcoin Cash,BCH,"$2,197,907,884.57",$124.69,"17,627,538 BCH","$230,868,433.27",0.43%,2.04%,-0.42%
7.0,USDTTether,USDT,"$2,023,392,364.04",$1.0010,"2,021,459,017 USDT","$5,746,888,553.12",-0.10%,-0.19%,-0.50%
8.0,TRXTRON,TRX,"$1,588,228,526.74",$0.02382,"66,682,072,191 TRX","$129,569,495.20",0.32%,-0.59%,-7.58%
9.0,XLMStellar,XLM,"$1,526,481,083.21",$0.07961,"19,174,868,760 XLM","$123,466,543.30",0.18%,1.76%,0.12%
10.0,BNBBinance Coin,BNB,"$1,301,079,823.00",$9.2160,"141,175,490 BNB","$66,977,126.02",0.54%,1.22%,-0.57%
11.0,BSVBitcoin SV,BSV,"$1,108,140,608.42",$62.87,"17,626,573 BSV","$83,425,628.36",0.49%,1.01%,-3.54%
12.0,ADACardano,ADA,"$1,074,721,071.39",$0.04145,"25,927,070,538 ADA","$15,275,650.05",0.27%,1.07%,-0.83%
13.0,XMRMonero,XMR,"$807,554,570.83",$48.07,"16,799,990 XMR","$50,287,821.80",0.49%,2.43%,-0.65%
14.0,MIOTAIOTA,MIOTA,"$772,095,479.01",$0.2778,"2,779,530,283 MIOTA","$9,509,007.15",0.10%,1.06%,1.10%
15.0,DASHDash,DASH,"$688,790,081.41",$79.75,"8,636,689 DASH","$206,403,616.06",0.19%,0.07%,6.83%
16.0,NEONeo,NEO,"$545,230,967.38",$8.3882,"65,000,000 NEO","$258,499,649.45",0.67%,4.96%,7.28%
17.0,MKRMaker,MKR,"$536,371,150.99",$536.37,"1,000,000 MKR","$1,092,197.21",-0.04%,5.12%,16.73%
18.0,ETCEthereum Classic,ETC,"$452,513,075.04",$4.1762,"108,354,816 ETC","$203,869,851.66",0.58%,2.21%,2.46%
19.0,XEMNEM,XEM,"$376,859,105.58",$0.04187,"8,999,999,999 XEM","$13,677,291.97",0.39%,0.57%,5.68%
20.0,ZECZcash,ZEC,"$307,575,942.40",$51.98,"5,917,006 ZEC","$177,905,992.64",0.71%,0.87%,4.09%
,Tezos,,,,,,,,
,Waves,,,,,,,,
,USD Coin,,,,,,,,
,Dogecoin,,,,,,,,
,VeChain,,,,,,,,
,TrueUSD,,,,,,,,
,Ontology,,,,,,,,
,Bitcoin Gold,,,,,,,,
,Qtum,,,,,,,,
,OmiseGO,,,,,,,,
,Basic Attention Token,,,,,,,,
,Holo,,,,,,,,
,Chainlink,,,,,,,,
,Decred,,,,,,,,
,Augur,,,,,,,,
,Zilliqa,,,,,,,,
,Lisk,,,,,,,,
,0x,,,,,,,,
,Bytecoin,,,,,,,,
,Paxos Standard,,,,,,,,
,Nano,,,,,,,,
,BitShares,,,,,,,,
,Bitcoin Diamond,,,,,,,,
,ICON,,,,,,,,
,Pundi X,,,,,,,,
,DigiByte,,,,,,,,
,Steem,,,,,,,,
,Aeternity,,,,,,,,
,Komodo,,,,,,,,
,Siacoin,,,,,,,,
,Verge,,,,,,,,
,Stratis,,,,,,,,
,IOST,,,,,,,,
,Bytom,,,,,,,,
,Single Collateral DAI,,,,,,,,
,Gemini Dollar,,,,,,,,
,Populous,,,,,,,,
,THETA,,,,,,,,
,Revain,,,,,,,,
,Status,,,,,,,,
,Ark,,,,,,,,
,REPO,,,,,,,,
,Golem,,,,,,,,
,Electroneum,,,,,,,,
,Cryptonex,,,,,,,,
,Ardor,,,,,,,,
,Mixin,,,,,,,,
,Huobi Token,,,,,,,,
,MaidSafeCoin,,,,,,,,
,Factom,,,,,,,,
,HyperCash,,,,,,,,
,ODEM,,,,,,,,
,Insight Chain,,,,,,,,
,Loopring,,,,,,,,
,PIVX,,,,,,,,
,Quant,,,,,,,,
,Waltonchain,,,,,,,,
,MCO,,,,,,,,
,Linkey,,,,,,,,
,Project Pai,,,,,,,,
,Power Ledger,,,,,,,,
,Veritaseum,,,,,,,,
,KuCoin Shares,,,,,,,,
,Crypto.com Coin,,,,,,,,
,Aurora,,,,,,,,
,MOAC,,,,,,,,
,Decentraland,,,,,,,,
,Nexo,,,,,,,,
,GXChain,,,,,,,,
,STASIS EURO,,,,,,,,
,Zcoin,,,,,,,,
,WAX,,,,,,,,
,aelf,,,,,,,,
,MonaCoin,,,,,,,,
,Bancor,,,,,,,,
,Storj,,,,,,,,
,Aion,,,,,,,,
,ReddCoin,,,,,,,,
,Metaverse ETP,,,,,,,,
