Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$159,769,423,369.73","$8,994.49","17,763,037 BTC","$23,348,550,310.97",-0.70%,1.81%,17.05%
2.0,ETHEthereum,ETH,"$28,677,606,760.17",$269.22,"106,519,819 ETH","$9,676,746,452.62",-0.45%,0.25%,15.25%
3.0,XRPXRP,XRP,"$18,170,284,661.10",$0.4275,"42,501,950,124 XRP","$1,981,370,152.30",-0.44%,4.21%,10.61%
4.0,LTCLitecoin,LTC,"$8,536,706,966.92",$137.12,"62,256,175 LTC","$4,372,645,800.60",0.18%,-0.17%,19.27%
5.0,BCHBitcoin Cash,BCH,"$7,642,032,028.34",$428.32,"17,841,838 BCH","$1,904,693,125.16",0.07%,1.75%,13.07%
6.0,EOSEOS,EOS,"$6,429,801,584.97",$6.9933,"919,416,593 EOS","$2,909,408,357.62",-0.28%,1.59%,13.72%
7.0,BNBBinance Coin,BNB,"$4,574,470,639.88",$32.40,"141,175,490 BNB","$389,404,410.17",-0.28%,-1.29%,5.33%
8.0,BSVBitcoin SV,BSV,"$3,785,005,960.40",$212.17,"17,839,661 BSV","$459,971,393.73",-0.15%,1.22%,14.87%
9.0,USDTTether,USDT,"$3,479,357,226.75",$1.0030,"3,469,093,225 USDT","$23,029,024,600.22",-0.02%,-0.25%,0.02%
10.0,XLMStellar,XLM,"$2,519,495,194.74",$0.1298,"19,408,202,374 XLM","$330,880,314.30",0.22%,2.73%,8.41%
11.0,ADACardano,ADA,"$2,393,611,253.66",$0.09232,"25,927,070,538 ADA","$197,578,316.72",-0.14%,0.81%,16.02%
12.0,TRXTRON,TRX,"$2,201,165,026.89",$0.03301,"66,682,072,191 TRX","$757,904,532.70",-0.25%,0.72%,10.29%
13.0,XMRMonero,XMR,"$1,634,068,688.96",$95.86,"17,045,839 XMR","$217,991,870.32",-0.17%,1.37%,14.27%
14.0,DASHDash,DASH,"$1,389,627,506.57",$156.69,"8,868,780 DASH","$353,935,768.60",-0.78%,0.81%,9.86%
15.0,ATOMCosmos,ATOM,"$1,285,689,467.57",$6.7424,"190,688,439 ATOM","$70,784,039.41",2.91%,8.81%,15.22%
16.0,MIOTAIOTA,MIOTA,"$1,242,215,036.34",$0.4469,"2,779,530,283 MIOTA","$44,074,222.82",-0.55%,2.51%,9.13%
17.0,NEONeo,NEO,"$990,993,090.69",$14.05,"70,538,831 NEO","$551,796,446.59",-0.05%,0.58%,21.17%
18.0,ETCEthereum Classic,ETC,"$967,075,643.77",$8.6915,"111,266,421 ETC","$848,979,266.89",-0.91%,1.08%,7.76%
19.0,XTZTezos,XTZ,"$851,067,754.69",$1.2925,"658,457,318 XTZ","$5,700,414.34",-0.04%,3.78%,5.25%
20.0,XEMNEM,XEM,"$787,226,989.42",$0.08747,"8,999,999,999 XEM","$34,131,842.58",-0.54%,2.28%,7.34%
,Maker,,,,,,,,
,Ontology,,,,,,,,
,Zcash,,,,,,,,
,Chainlink,,,,,,,,
,Bitcoin Gold,,,,,,,,
,Crypto.com Coin,,,,,,,,
,Basic Attention Token,,,,,,,,
,VeChain,,,,,,,,
,Dogecoin,,,,,,,,
