Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$2,568,713,147.70",$215.05,"11,944,725 BTC",0.77%,4.26%,11.20%
2.0,LTCLitecoin,LTC,"$65,383,974.75",$2.8838,"22,672,692 LTC",-2.07%,5.97%,34.03%
3.0,XRPXRP,XRP,"$55,978,082.55",$0.00716,"7,817,889,792 XRP",-2.37%,5.04%,6.37%
4.0,PPCPeercoin,PPC,"$8,269,006.54",$0.4,"20,672,878 PPC",0.04%,3.13%,7.60%
5.0,NMCNamecoin,NMC,"$4,196,113.79",$0.5828,"7,200,100 NMC",1.22%,9.64%,29.87%
6.0,NVCNovacoin,NVC,"$1,991,593.65",$4.2515,"468,441 NVC",0.96%,3.22%,3.79%
7.0,XPMPrimecoin,XPM,"$1,943,272.47",$0.6774,"2,868,691 XPM",-0.89%,-3.45%,2.45%
8.0,FTCFeathercoin,FTC,"$1,806,331.01",$0.08387,"21,537,400 FTC",1.27%,2.36%,15.80%
9.0,WDCWorldCoin,WDC,"$777,203.28",$0.02709,"28,685,280 WDC",8.68%,-7.17%,86.51%
10.0,MNCMincoin,MNC,"$752,030.26",$0.5376,"1,398,890 MNC",3.07%,-2.02%,252.65%
11.0,TRCTerracoin,TRC,"$487,423.34",$0.1161,"4,197,330 TRC",4.39%,25.26%,13.25%
12.0,MECMegacoin,MEC,"$258,339.92",$0.01268,"20,367,950 MEC",0.74%,-0.63%,2.80%
13.0,DVCDevcoin,DVC,"$253,658.42",$0.00004516,"5,616,820,224 DVC",-3.74%,-9.20%,-16.58%
14.0,CBXBullion,CBX,"$186,529.86",$0.2108,"884,972 CBX",-12.17%,4.45%,-22.23%
15.0,IXCIxcoin,IXC,"$183,018.46",$0.01118,"16,372,658 IXC",0.84%,8.30%,27.82%
16.0,FRCFreicoin,FRC,"$169,416.58",$0.005484,"30,894,152 FRC",0.84%,6.25%,8.08%
17.0,DGCDigitalcoin,DGC,"$123,461.97",$0.01203,"10,259,260 DGC",-5.81%,-3.34%,-6.94%
18.0,ANCAnoncoin,ANC,"$121,635.99",$0.2495,"487,601 ANC",0.84%,6.40%,-7.44%
19.0,IFCInfinitecoin,IFC,"$82,466.66",$0.00000096,"85,706,964,992 IFC",-0.08%,3.75%,1.28%
20.0,QRKQuark,QRK,"$51,884.95",$0.000215,"241,269,248 QRK",14.59%,46.15%,99.67%
,BBQCoin,,,,,,,
,Zetacoin,,,,,,,
,Franko,,,,,,,
,Tickets,,,,,,,
,Yacoin,,,,,,,
,Luckycoin,,,,,,,
,Bottlecaps,,,,,,,
,Bytecoin,,,,,,,
,BitBar,,,,,,,
,Phoenixcoin,,,,,,,
,Junkcoin,,,,,,,
,GameCoin,,,,,,,
,CraftCoin,,,,,,,
,Emerald Crypto,,,,,,,
