Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$1,419,836,114.24",$121.66,"11,670,525 BTC",0.61%,-2.04%,-11.89%
2.0,LTCLitecoin,LTC,"$57,470,295.67",$2.7276,"21,069,780 LTC",0.62%,0.81%,5.12%
3.0,XRPXRP,XRP,"$48,338,335.15",$0.006183,"7,817,889,792 XRP",0.61%,-0.20%,8.04%
4.0,NMCNamecoin,NMC,"$3,845,497.84",$0.5864,"6,557,793 NMC",0.75%,0.69%,2.98%
5.0,PPCPeercoin,PPC,"$3,767,600.74",$0.1861,"20,240,704 PPC",-0.95%,-3.98%,4.28%
6.0,FTCFeathercoin,FTC,"$2,074,463.63",$0.1338,"15,501,200 FTC",1.53%,-2.28%,-11.60%
7.0,NVCNovacoin,NVC,"$1,398,183.32",$3.5963,"388,787 NVC",0.36%,-3.07%,-10.22%
8.0,XPMPrimecoin,XPM,"$1,015,901.17",$0.511,"1,988,179 XPM",3.82%,-1.88%,-4.12%
9.0,TRCTerracoin,TRC,"$602,556.06",$0.163,"3,696,110 TRC",4.78%,-3.53%,-10.28%
10.0,CBXBullion,CBX,"$255,979.70",$0.3406,"751,449 CBX",-0.14%,11.70%,78.81%
11.0,DVCDevcoin,DVC,"$242,525.39",$0.00004623,"5,245,969,920 DVC",0.61%,-4.56%,-23.91%
12.0,IFCInfinitecoin,IFC,"$231,032.16",$0.00000302,"76,503,580,672 IFC",2.55%,-12.88%,-35.27%
13.0,FRCFreicoin,FRC,"$174,527.94",$0.006691,"26,082,816 FRC",0.61%,-3.79%,-20.69%
14.0,DGCDigitalcoin,DGC,"$169,894.36",$0.02053,"8,275,369 DGC",0.50%,-3.23%,-1.49%
15.0,MEMMemecoin,MEM,"$143,212.53",$0.004261,"33,606,952 MEM",0.21%,11.35%,95.00%
16.0,IXCIxcoin,IXC,"$106,165.94",$0.006935,"15,309,554 IXC",0.61%,1.52%,-6.83%
17.0,GLCGoldCoin,GLC,"$103,550.51",$0.003903,"26,532,004 GLC",-13.45%,-6.00%,-23.88%
18.0,MECMegacoin,MEC,"$102,276.61",$0.005664,"18,055,750 MEC",-4.09%,-8.94%,-5.16%
19.0,WDCWorldCoin,WDC,"$86,001.08",$0.004449,"19,329,968 WDC",0.58%,0.31%,0.48%
20.0,MNCMincoin,MNC,"$71,430.79",$0.05475,"1,304,743 MNC",0.61%,-2.71%,-32.14%
,Anoncoin,,,,,,,
,Quark,,,,,,,
,CHNCoin,,,,,,,
,BBQCoin,,,,,,,
,Fastcoin,,,,,,,
,Yacoin,,,,,,,
,XenCoin,,,,,,,
,Phoenixcoin,,,,,,,
,Franko,,,,,,,
,AlphaCoin,,,,,,,
,EZCoin,,,,,,,
,Luckycoin,,,,,,,
,Bytecoin,,,,,,,
,Doubloons,,,,,,,
,Argentum,,,,,,,
,Krugercoin,,,,,,,
,GlobalCoin,,,,,,,
,BitBar,,,,,,,
,CasinoCoin,,,,,,,
,Emerald Crypto,,,,,,,
,Spots,,,,,,,
,StableCoin,,,,,,,
,CraftCoin,,,,,,,
,Nibble,,,,,,,
,Hypercoin,,,,,,,
,GIL,,,,,,,
,Elacoin,,,,,,,
