Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$174,768,292,883.37","$9,757.97","17,910,312 BTC","$11,445,355,859.37",-0.29%,1.18%,-4.61%
2.0,ETHEthereum,ETH,"$18,461,846,967.60",$171.63,"107,568,079 ETH","$5,554,799,575.86",-0.43%,-0.79%,-9.18%
3.0,XRPXRP,XRP,"$11,092,364,971.53",$0.2581,"42,984,656,144 XRP","$825,579,908.16",-0.25%,-0.53%,-5.16%
4.0,BCHBitcoin Cash,BCH,"$5,076,312,771.38",$282.33,"17,980,125 BCH","$1,053,837,321.05",-0.16%,0.39%,-8.36%
5.0,LTCLitecoin,LTC,"$4,177,872,604.63",$66.14,"63,162,599 LTC","$2,228,146,663.35",-0.62%,2.14%,-9.56%
6.0,USDTTether,USDT,"$4,026,198,549.68",$1.0046,"4,007,869,728 USDT","$13,692,453,816.59",0.11%,0.14%,0.27%
7.0,BNBBinance Coin,BNB,"$3,354,720,068.00",$21.57,"155,536,713 BNB","$173,772,204.73",-0.22%,0.59%,-17.72%
8.0,EOSEOS,EOS,"$3,047,908,479.86",$3.2775,"929,953,584 EOS","$1,255,219,409.63",-0.35%,-1.70%,-8.85%
9.0,BSVBitcoin SV,BSV,"$2,314,946,418.42",$129.65,"17,854,986 BSV","$280,438,624.14",0.20%,0.20%,-2.81%
10.0,XMRMonero,XMR,"$1,233,580,704.17",$71.78,"17,186,343 XMR","$50,287,115.10",-0.68%,6.15%,-11.56%
11.0,XLMStellar,XLM,"$1,226,847,587.70",$0.06247,"19,639,376,193 XLM","$72,357,367.33",-0.40%,-0.95%,-11.83%
12.0,ADACardano,ADA,"$1,154,858,194.54",$0.04454,"25,927,070,538 ADA","$31,928,554.93",-0.57%,-1.31%,-10.51%
13.0,LEOUNUS SED LEO,LEO,"$1,148,665,271.96",$1.1492,"999,498,893 LEO","$5,022,303.27",0.27%,1.37%,-3.24%
14.0,TRXTRON,TRX,"$1,041,912,670.75",$0.01563,"66,682,072,191 TRX","$424,372,233.76",-0.17%,0.08%,-11.92%
15.0,HTHuobi Token,HT,"$931,382,860.73",$3.7879,"245,880,576 HT","$70,506,504.14",0.10%,-2.42%,-20.84%
16.0,DASHDash,DASH,"$721,956,272.69",$80.07,"9,016,711 DASH","$149,634,076.58",-0.53%,-0.46%,-13.13%
17.0,ETCEthereum Classic,ETC,"$709,299,971.67",$6.2686,"113,150,403 ETC","$512,252,388.16",-0.24%,-0.65%,-12.91%
18.0,XTZTezos,XTZ,"$681,637,980.05",$1.0322,"660,373,612 XTZ","$8,250,825.17",-0.75%,-1.10%,-10.66%
19.0,MIOTAIOTA,MIOTA,"$671,499,176.38",$0.2416,"2,779,530,283 MIOTA","$5,111,188.02",-0.65%,-2.51%,-10.26%
20.0,LINKChainlink,LINK,"$621,326,044.22",$1.7752,"350,000,000 LINK","$43,571,942.20",-0.58%,-0.93%,-15.67%
,Neo,,,,,,,,
,Maker,,,,,,,,
,USD Coin,,,,,,,,
,NEM,,,,,,,,
,Cosmos,,,,,,,,
,Ontology,,,,,,,,
,Crypto.com Coin,,,,,,,,
,INO COIN,,,,,,,,
,Zcash,,,,,,,,
