Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$91,188,595,340.79","$5,167.72","17,645,800 BTC","$10,391,952,498.03",-0.18%,1.41%,-1.05%
2.0,ETHEthereum,ETH,"$17,734,050,268.55",$167.84,"105,661,383 ETH","$4,846,298,303.14",-0.26%,2.06%,-5.03%
3.0,XRPXRP,XRP,"$13,741,639,598.82",$0.3288,"41,792,108,527 XRP","$746,765,729.32",<0.01%,0.73%,-8.89%
4.0,BCHBitcoin Cash,BCH,"$5,117,349,386.62",$288.65,"17,728,738 BCH","$990,830,743.99",0.04%,3.30%,-9.72%
5.0,LTCLitecoin,LTC,"$5,087,597,682.60",$82.94,"61,342,534 LTC","$2,328,308,745.02",0.94%,6.09%,-10.46%
6.0,EOSEOS,EOS,"$5,025,377,119.83",$5.5453,"906,245,118 EOS","$1,965,356,808.93",0.69%,3.76%,0.92%
7.0,BNBBinance Coin,BNB,"$2,751,795,496.84",$19.49,"141,175,490 BNB","$189,084,742.15",-0.28%,4.50%,2.86%
8.0,USDTTether,USDT,"$2,431,637,598.13",$1.0054,"2,418,629,656 USDT","$9,870,255,987.33",-0.01%,-0.07%,0.01%
9.0,XLMStellar,XLM,"$2,251,945,511.76",$0.1167,"19,302,933,338 XLM","$233,364,143.07",-0.90%,0.86%,-11.18%
10.0,ADACardano,ADA,"$2,194,550,263.94",$0.08464,"25,927,070,538 ADA","$82,514,758.38",-0.51%,1.28%,-6.00%
11.0,TRXTRON,TRX,"$1,804,535,699.28",$0.02706,"66,682,072,191 TRX","$318,773,006.99",-0.02%,2.81%,-5.86%
12.0,BSVBitcoin SV,BSV,"$1,259,417,047.63",$71.05,"17,726,686 BSV","$83,823,671.94",0.33%,1.42%,-17.57%
13.0,XMRMonero,XMR,"$1,126,513,833.46",$66.58,"16,919,320 XMR","$122,650,716.27",-0.85%,2.14%,-5.15%
14.0,DASHDash,DASH,"$1,078,878,135.83",$123.29,"8,751,064 DASH","$242,571,614.83",-0.25%,2.83%,-8.90%
15.0,MIOTAIOTA,MIOTA,"$880,875,914.12",$0.3169,"2,779,530,283 MIOTA","$24,796,128.19",-0.70%,-1.32%,-12.38%
16.0,XTZTezos,XTZ,"$756,808,224.50",$1.1417,"662,874,928 XTZ","$7,879,352.67",0.09%,16.47%,16.93%
17.0,NEONeo,NEO,"$734,427,000.65",$11.30,"65,000,000 NEO","$213,128,800.13",-0.24%,1.81%,-13.25%
18.0,ETCEthereum Classic,ETC,"$706,832,126.36",$6.4418,"109,725,305 ETC","$371,013,644.35",0.42%,1.68%,-15.33%
19.0,ONTOntology,ONT,"$675,566,131.50",$1.3652,"494,854,358 ONT","$55,626,147.18",0.56%,3.21%,-11.38%
20.0,MKRMaker,MKR,"$636,672,708.17",$636.67,"1,000,000 MKR","$1,793,830.29",0.70%,0.22%,-16.80%
,NEM,,,,,,,,
,Zcash,,,,,,,,
,Crypto.com Coin,,,,,,,,
,VeChain,,,,,,,,
,Basic Attention Token,,,,,,,,
,Dogecoin,,,,,,,,
,Bitcoin Gold,,,,,,,,
,Waves,,,,,,,,
,OmiseGO,,,,,,,,
,Qtum,,,,,,,,
,USD Coin,,,,,,,,
,Decred,,,,,,,,
,Lisk,,,,,,,,
,Augur,,,,,,,,
,Nano,,,,,,,,
,Ravencoin,,,,,,,,
,TrueUSD,,,,,,,,
,0x,,,,,,,,
,Chainlink,,,,,,,,
,Zilliqa,,,,,,,,
,ICON,,,,,,,,
,BitShares,,,,,,,,
,Bytecoin,,,,,,,,
,IOST,,,,,,,,
,Bitcoin Diamond,,,,,,,,
,Holo,,,,,,,,
,DigiByte,,,,,,,,
,Aeternity,,,,,,,,
,Verge,,,,,,,,
,Pundi X,,,,,,,,
,Steem,,,,,,,,
,BitTorrent,,,,,,,,
,Siacoin,,,,,,,,
,Huobi Token,,,,,,,,
,Enjin Coin,,,,,,,,
,Bytom,,,,,,,,
,Komodo,,,,,,,,
,Maximine Coin,,,,,,,,
,Stratis,,,,,,,,
,Paxos Standard,,,,,,,,
,KuCoin Shares,,,,,,,,
,THETA,,,,,,,,
,Aurora,,,,,,,,
,ABBC Coin,,,,,,,,
,Digitex Futures,,,,,,,,
,Status,,,,,,,,
,Mixin,,,,,,,,
,Single Collateral DAI,,,,,,,,
,Insight Chain,,,,,,,,
,Golem,,,,,,,,
,Waltonchain,,,,,,,,
,Project Pai,,,,,,,,
,Factom,,,,,,,,
,WAX,,,,,,,,
,Ardor,,,,,,,,
,Populous,,,,,,,,
,GXChain,,,,,,,,
,Cryptonex,,,,,,,,
,Qubitica,,,,,,,,
,Ark,,,,,,,,
,MCO,,,,,,,,
,HyperCash,,,,,,,,
,ThoreCoin,,,,,,,,
,Gemini Dollar,,,,,,,,
,Nebulas,,,,,,,,
,Loopring,,,,,,,,
,VestChain,,,,,,,,
,MaidSafeCoin,,,,,,,,
,Revain,,,,,,,,
,Lambda,,,,,,,,
,Elastos,,,,,,,,
,Zcoin,,,,,,,,
,Decentraland,,,,,,,,
,NULS,,,,,,,,
,TrueChain,,,,,,,,
,Loom Network,,,,,,,,
,Aion,,,,,,,,
,Electroneum,,,,,,,,
,PIVX,,,,,,,,
,WaykiChain,,,,,,,,
,aelf,,,,,,,,
,QASH,,,,,,,,
,Power Ledger,,,,,,,,
,ReddCoin,,,,,,,,
,REPO,,,,,,,,
