Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$1,515,584,678.69",$129.12,"11,737,800 BTC",0.29%,0.95%,-1.03%
2.0,XRPXRP,XRP,"$81,353,970.17",$0.01041,"7,817,889,792 XRP",0.24%,6.44%,62.06%
3.0,LTCLitecoin,LTC,"$54,299,001.39",$2.5295,"21,466,630 LTC",0.14%,0.14%,-4.08%
4.0,PPCPeercoin,PPC,"$3,945,801.26",$0.1937,"20,372,786 PPC",1.08%,2.28%,0.65%
5.0,NMCNamecoin,NMC,"$3,801,056.34",$0.5681,"6,690,493 NMC",0.27%,-0.41%,-4.06%
6.0,FTCFeathercoin,FTC,"$1,981,195.18",$0.1175,"16,861,350 FTC",0.66%,0.67%,-10.44%
7.0,NVCNovacoin,NVC,"$1,879,720.41",$4.6483,"404,387 NVC",0.17%,14.24%,29.94%
8.0,XPMPrimecoin,XPM,"$665,548.10",$0.3034,"2,193,401 XPM",-3.85%,-3.74%,-8.12%
9.0,TRCTerracoin,TRC,"$650,841.12",$0.1704,"3,818,630 TRC",0.27%,4.97%,-2.61%
10.0,CBXBullion,CBX,"$263,310.96",$0.3305,"796,591 CBX",-1.59%,-9.60%,-1.31%
11.0,DVCDevcoin,DVC,"$234,145.79",$0.0000439,"5,333,519,872 DVC",0.27%,-4.87%,-9.05%
12.0,MECMegacoin,MEC,"$206,238.24",$0.01124,"18,350,876 MEC",-0.34%,15.18%,43.56%
13.0,IFCInfinitecoin,IFC,"$183,578.53",$0.00000236,"77,667,237,888 IFC",3.78%,24.59%,10.63%
14.0,DGCDigitalcoin,DGC,"$177,523.88",$0.02002,"8,868,446 DGC",0.30%,2.30%,18.76%
15.0,ANCAnoncoin,ANC,"$174,477.05",$0.4003,"435,895 ANC",9.09%,20.14%,46.17%
16.0,IXCIxcoin,IXC,"$170,054.67",$0.01094,"15,538,322 IXC",0.30%,-11.02%,40.75%
17.0,FRCFreicoin,FRC,"$122,724.11",$0.004488,"27,343,658 FRC",0.27%,0.95%,-4.44%
18.0,GLCGoldCoin,GLC,"$102,586.30",$0.003809,"26,932,324 GLC",0.29%,-8.37%,-28.57%
19.0,MNCMincoin,MNC,"$73,863.24",$0.05552,"1,330,351 MNC",7.78%,7.99%,-4.56%
20.0,ZETZetacoin,ZET,"$72,128.85",$0.0005591,"129,011,248 ZET",0.30%,-5.79%,-10.70%
,WorldCoin,,,,,,,
,Quark,,,,,,,
,CHNCoin,,,,,,,
,Yacoin,,,,,,,
,Memecoin,,,,,,,
,Fastcoin,,,,,,,
,BBQCoin,,,,,,,
,XenCoin,,,,,,,
,Bytecoin,,,,,,,
,Franko,,,,,,,
,Luckycoin,,,,,,,
,BitBar,,,,,,,
,Phoenixcoin,,,,,,,
,AlphaCoin,,,,,,,
,EZCoin,,,,,,,
,Krugercoin,,,,,,,
,Bitgem,,,,,,,
,Doubloons,,,,,,,
,Argentum,,,,,,,
,CasinoCoin,,,,,,,
,Junkcoin,,,,,,,
,GlobalCoin,,,,,,,
,Spots,,,,,,,
,Emerald Crypto,,,,,,,
,StableCoin,,,,,,,
,CraftCoin,,,,,,,
,Elacoin,,,,,,,
,Nibble,,,,,,,
,Hypercoin,,,,,,,
,Noirbits,,,,,,,
,GIL,,,,,,,
