Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$1,417,199,162.92",$122.11,"11,605,825 BTC",-0.13%,1.67%,6.85%
2.0,LTCLitecoin,LTC,"$53,577,769.50",$2.5936,"20,657,380 LTC",-0.38%,-3.29%,-7.70%
3.0,XRPXRP,XRP,"$47,719,524.89",$0.006104,"7,817,889,792 XRP",-0.13%,9.90%,5.69%
4.0,NMCNamecoin,NMC,"$3,939,439.05",$0.6142,"6,413,743 NMC",-0.63%,-0.78%,-9.96%
5.0,PPCPeercoin,PPC,"$3,531,624.24",$0.1758,"20,084,320 PPC",3.25%,4.28%,4.02%
6.0,FTCFeathercoin,FTC,"$1,885,131.96",$0.1307,"14,427,900 FTC",0.41%,-0.46%,-11.61%
7.0,NVCNovacoin,NVC,"$1,711,800.36",$4.6378,"369,099 NVC",1.15%,-1.78%,-12.58%
8.0,XPMPrimecoin,XPM,"$1,298,228.08",$0.7378,"1,759,606 XPM",-0.29%,-5.39%,-10.34%
9.0,TRCTerracoin,TRC,"$628,218.78",$0.1722,"3,648,690 TRC",-0.13%,-1.82%,-11.66%
10.0,IFCInfinitecoin,IFC,"$435,199.15",$0.00000581,"74,946,838,528 IFC",4.64%,-2.58%,9.98%
11.0,DVCDevcoin,DVC,"$308,306.94",$0.00005983,"5,152,670,208 DVC",-0.13%,1.67%,6.50%
12.0,DGCDigitalcoin,DGC,"$248,936.60",$0.03297,"7,550,124 DGC",-0.90%,-3.16%,1.41%
13.0,FRCFreicoin,FRC,"$211,349.14",$0.008471,"24,948,742 FRC",0.45%,0.24%,8.97%
14.0,GLCGoldCoin,GLC,"$170,528.98",$0.006534,"26,098,070 GLC",-6.67%,-3.13%,-44.68%
15.0,WDCWorldCoin,WDC,"$114,698.19",$0.00659,"17,404,008 WDC",3.60%,6.52%,-18.98%
16.0,CBXBullion,CBX,"$104,095.81",$0.1526,"681,969 CBX",-0.18%,12.59%,-1.16%
17.0,MECMegacoin,MEC,"$96,327.85",$0.006104,"15,780,250 MEC",1.24%,-13.79%,3.06%
18.0,YACYacoin,YAC,"$94,940.73",$0.01587,"5,980,733 YAC",-0.16%,-2.55%,-25.96%
19.0,IXCIxcoin,IXC,"$93,650.62",$0.006229,"15,034,898 IXC",-0.16%,-1.45%,2.26%
20.0,ANCAnoncoin,ANC,"$73,233.32",$0.1716,"426,852 ANC",-0.16%,79.02%,210.02%
,Phoenixcoin,,,,,,,
,Quark,,,,,,,
,Fastcoin,,,,,,,
,Mincoin,,,,,,,
,BBQCoin,,,,,,,
,CHNCoin,,,,,,,
,Franko,,,,,,,
,Luckycoin,,,,,,,
,EZCoin,,,,,,,
,Memecoin,,,,,,,
,XenCoin,,,,,,,
,Doubloons,,,,,,,
,GameCoin,,,,,,,
,Bytecoin,,,,,,,
,BitBar,,,,,,,
,Argentum,,,,,,,
,AlphaCoin,,,,,,,
,CasinoCoin,,,,,,,
,GlobalCoin,,,,,,,
,NanoToken,,,,,,,
,StableCoin,,,,,,,
,Nibble,,,,,,,
,Spots,,,,,,,
,CraftCoin,,,,,,,
,Emerald Crypto,,,,,,,
,Hypercoin,,,,,,,
,Elacoin,,,,,,,
