Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$154,861,842,424.93","$8,577.98","18,053,425 BTC","$18,668,638,896.63",-1.19%,0.32%,-5.24%
2.0,ETHEthereum,ETH,"$20,102,654,600.78",$185.12,"108,593,008 ETH","$7,364,325,470.86",-0.90%,0.93%,-2.52%
3.0,XRPXRP,XRP,"$11,485,052,604.30",$0.2653,"43,298,481,757 XRP","$1,273,573,228.91",-1.06%,0.58%,-5.71%
4.0,BCHBitcoin Cash,BCH,"$4,869,324,517.06",$268.74,"18,118,875 BCH","$1,565,942,482.40",-1.43%,0.42%,-8.61%
5.0,USDTTether,USDT,"$4,142,844,475.71",$1.0085,"4,108,044,456 USDT","$20,418,489,157.32",-0.86%,0.18%,0.51%
6.0,LTCLitecoin,LTC,"$3,794,900,734.42",$59.57,"63,701,446 LTC","$3,215,100,477.98",-1.25%,1.51%,-6.76%
7.0,EOSEOS,EOS,"$3,218,347,132.48",$3.4216,"940,608,996 EOS","$1,573,105,687.12",-0.95%,0.53%,-4.70%
8.0,BNBBinance Coin,BNB,"$3,151,297,090.58",$20.26,"155,536,713 BNB","$224,982,344.15",-1.02%,<0.01%,-1.28%
9.0,BSVBitcoin SV,BSV,"$2,246,662,177.65",$124.34,"18,068,415 BSV","$433,044,444.04",-1.15%,0.02%,-8.06%
10.0,XLMStellar,XLM,"$1,446,685,558.15",$0.07214,"20,054,779,554 XLM","$197,097,973.86",-0.83%,0.35%,-7.81%
11.0,TRXTRON,TRX,"$1,259,812,513.04",$0.01889,"66,682,072,191 TRX","$896,891,601.94",-1.24%,0.43%,-2.49%
12.0,ADACardano,ADA,"$1,177,627,885.38",$0.04542,"25,927,070,538 ADA","$74,834,540.11",-1.52%,2.74%,3.75%
13.0,XMRMonero,XMR,"$1,075,882,950.17",$62.14,"17,312,551 XMR","$201,294,251.17",-1.45%,0.24%,-2.86%
14.0,LINKChainlink,LINK,"$1,026,161,955.07",$2.9319,"350,000,000 LINK","$99,099,080.35",-0.42%,-1.87%,5.55%
15.0,LEOUNUS SED LEO,LEO,"$975,032,312.59",$0.9755,"999,498,893 LEO","$8,372,880.76",-1.02%,0.29%,-1.58%
