Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$2,073,319,147.25",$174.61,"11,874,000 BTC",0.39%,1.54%,25.56%
2.0,XRPXRP,XRP,"$52,377,129.63",$0.0067,"7,817,889,792 XRP",0.41%,-7.18%,-20.80%
3.0,LTCLitecoin,LTC,"$42,968,335.05",$1.9294,"22,269,842 LTC",0.21%,2.41%,-9.42%
4.0,PPCPeercoin,PPC,"$6,650,532.18",$0.323,"20,588,066 PPC",0.94%,5.67%,-20.54%
5.0,NMCNamecoin,NMC,"$3,329,028.64",$0.4714,"7,061,300 NMC",0.02%,1.69%,-22.87%
6.0,NVCNovacoin,NVC,"$2,068,554.51",$4.5381,"455,818 NVC",0.31%,-0.96%,6.73%
7.0,XPMPrimecoin,XPM,"$1,914,905.51",$0.725,"2,641,319 XPM",-1.67%,2.05%,-21.87%
8.0,FTCFeathercoin,FTC,"$1,428,630.62",$0.07159,"19,955,700 FTC",-0.02%,0.36%,-28.22%
9.0,WDCWorldCoin,WDC,"$492,548.61",$0.01851,"26,614,302 WDC",-3.89%,--,-3.27%
10.0,TRCTerracoin,TRC,"$464,703.08",$0.1152,"4,032,390 TRC",-2.56%,7.21%,-29.48%
11.0,CBXBullion,CBX,"$356,813.80",$0.4144,"861,106 CBX",1.01%,3.25%,--
12.0,DVCDevcoin,DVC,"$270,046.86",$0.00004889,"5,523,469,824 DVC",0.39%,-4.95%,-0.73%
13.0,MNCMincoin,MNC,"$264,358.35",$0.194,"1,362,460 MNC",-5.46%,16.79%,-39.84%
14.0,FRCFreicoin,FRC,"$192,525.42",$0.006461,"29,800,068 FRC",0.39%,-3.67%,-15.81%
15.0,MECMegacoin,MEC,"$192,050.98",$0.00963,"19,942,124 MEC",-2.67%,-26.06%,-27.28%
16.0,IXCIxcoin,IXC,"$168,802.15",$0.01048,"16,109,618 IXC",0.39%,-32.97%,-34.07%
17.0,GLCGoldCoin,GLC,"$127,687.80",$0.004636,"27,544,730 GLC",1.01%,22.01%,65.40%
18.0,DGCDigitalcoin,DGC,"$110,326.84",$0.01138,"9,695,346 DGC",-6.54%,-25.73%,-40.99%
19.0,BQCBBQCoin,BQC,"$62,237.41",$0.00241,"25,828,746 BQC",0.39%,21.85%,95.53%
20.0,ZETZetacoin,ZET,"$52,416.85",$0.0003557,"147,379,504 ZET",0.68%,6.39%,-19.19%
,Quark,,,,,,,
,Fastcoin,,,,,,,
,Yacoin,,,,,,,
,Franko,,,,,,,
,BitBar,,,,,,,
,Phoenixcoin,,,,,,,
,Argentum,,,,,,,
,Bytecoin,,,,,,,
,Bitgem,,,,,,,
,Elacoin,,,,,,,
,GameCoin,,,,,,,
,CraftCoin,,,,,,,
,Noirbits,,,,,,,
,Emerald Crypto,,,,,,,
