Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$62,106,461,671.35","$3,552.95","17,480,237 BTC","$4,681,302,465.82",-0.08%,-2.97%,-12.80%
2.0,XRPXRP,XRP,"$13,045,216,854.28",$0.3179,"41,040,405,095 XRP","$452,358,901.65",0.00%,-3.26%,-13.59%
3.0,ETHEthereum,ETH,"$12,199,288,487.10",$116.90,"104,358,579 ETH","$2,268,263,943.76",-0.04%,-7.13%,-25.70%
4.0,BCHBitcoin Cash,BCH,"$2,219,291,824.60",$126.35,"17,564,663 BCH","$182,166,623.65",1.12%,-6.25%,-24.36%
5.0,EOSEOS,EOS,"$2,048,265,249.27",$2.2602,"906,245,118 EOS","$654,710,954.68",0.17%,-6.81%,-21.20%
6.0,XLMStellar,XLM,"$1,981,659,222.06",$0.1036,"19,126,369,243 XLM","$119,389,904.42",0.04%,-2.94%,-14.09%
7.0,USDTTether,USDT,"$1,967,105,373.40",$1.0201,"1,928,363,199 USDT","$3,380,321,685.87",-0.12%,-0.07%,-0.29%
8.0,LTCLitecoin,LTC,"$1,820,214,943.64",$30.33,"60,007,950 LTC","$564,244,096.21",-0.07%,-6.36%,-22.40%
9.0,TRXTRON,TRX,"$1,418,916,137.77",$0.02129,"66,648,475,827 TRX","$170,493,613.49",0.00%,-9.28%,-7.68%
10.0,BSVBitcoin SV,BSV,"$1,360,198,444.65",$77.44,"17,563,823 BSV","$134,938,585.17",1.76%,-8.28%,-14.18%
11.0,ADACardano,ADA,"$1,043,328,639.90",$0.04024,"25,927,070,538 ADA","$21,758,341.35",0.20%,-7.76%,-19.10%
12.0,MIOTAIOTA,MIOTA,"$818,882,842.23",$0.2946,"2,779,530,283 MIOTA","$7,453,979.06",0.15%,-6.08%,-22.51%
13.0,BNBBinance Coin,BNB,"$728,389,539.40",$5.5688,"130,799,308 BNB","$26,590,183.32",0.32%,-6.79%,-12.55%
14.0,XMRMonero,XMR,"$719,835,396.81",$43.11,"16,697,487 XMR","$16,719,881.72",-0.46%,-4.29%,-20.51%
15.0,DASHDash,DASH,"$601,912,035.98",$70.26,"8,566,436 DASH","$128,458,986.52",0.11%,-4.48%,-18.20%
16.0,XEMNEM,XEM,"$493,580,946.86",$0.05484,"8,999,999,999 XEM","$13,730,909.45",0.00%,-4.38%,-17.18%
17.0,NEONeo,NEO,"$468,999,891.36",$7.2154,"65,000,000 NEO","$114,403,811.58",0.19%,-7.00%,-17.56%
18.0,ETCEthereum Classic,ETC,"$456,169,750.47",$4.2434,"107,501,675 ETC","$119,300,252.27",0.02%,-7.30%,-21.43%
