Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$145,590,374,680.61","$8,104.19","17,964,837 BTC","$13,034,629,108.50",-0.26%,-1.50%,-19.21%
2.0,ETHEthereum,ETH,"$18,405,401,314.94",$170.50,"107,947,361 ETH","$6,497,088,198.81",-0.62%,-2.17%,-18.55%
3.0,XRPXRP,XRP,"$10,399,003,153.25",$0.2414,"43,080,011,224 XRP","$931,369,885.10",-0.30%,-0.41%,-12.61%
4.0,USDTTether,USDT,"$4,131,364,185.29",$1.0057,"4,108,044,456 USDT","$15,804,140,911.77",0.06%,0.00%,0.25%
5.0,BCHBitcoin Cash,BCH,"$3,974,487,247.26",$220.43,"18,030,588 BCH","$1,523,703,377.28",-0.13%,-3.54%,-28.01%
6.0,LTCLitecoin,LTC,"$3,441,861,229.43",$54.32,"63,363,217 LTC","$1,825,233,236.87",-0.56%,-2.40%,-24.87%
7.0,EOSEOS,EOS,"$2,611,476,257.42",$2.7966,"933,817,036 EOS","$1,199,067,768.77",-0.43%,-2.19%,-26.45%
8.0,BNBBinance Coin,BNB,"$2,380,504,959.59",$15.31,"155,536,713 BNB","$109,712,932.41",-0.96%,-3.37%,-24.72%
9.0,BSVBitcoin SV,BSV,"$1,476,698,555.96",$82.71,"17,854,986 BSV","$197,802,786.83",-0.16%,-2.19%,-30.38%
10.0,XLMStellar,XLM,"$1,168,654,373.02",$0.05813,"20,105,094,642 XLM","$162,849,826.85",-0.25%,-1.77%,-13.94%
11.0,LEOUNUS SED LEO,LEO,"$1,045,263,883.30",$1.0458,"999,498,893 LEO","$10,318,586.97",0.18%,-0.56%,-3.21%
12.0,ADACardano,ADA,"$971,890,056.53",$0.03749,"25,927,070,538 ADA","$43,311,030.25",-0.62%,-3.05%,-22.65%
13.0,XMRMonero,XMR,"$967,928,070.54",$56.16,"17,233,800 XMR","$63,364,565.17",-0.32%,-2.87%,-22.41%
14.0,TRXTRON,TRX,"$893,676,568.87",$0.0134,"66,682,072,191 TRX","$523,279,121.01",-0.94%,-1.90%,-20.16%
15.0,HTHuobi Token,HT,"$759,667,874.35",$3.0919,"245,696,127 HT","$74,630,012.37",-0.32%,-2.24%,-22.98%
16.0,MIOTAIOTA,MIOTA,"$728,991,374.91",$0.2623,"2,779,530,283 MIOTA","$3,358,638.96",-0.01%,-1.40%,-5.81%
17.0,DASHDash,DASH,"$629,405,016.78",$69.44,"9,064,336 DASH","$187,343,276.39",-0.03%,-3.23%,-23.94%
18.0,LINKChainlink,LINK,"$601,027,004.32",$1.7172,"350,000,000 LINK","$85,120,108.21",-0.20%,1.02%,-4.69%
19.0,XTZTezos,XTZ,"$586,346,796.21",$0.8879,"660,373,612 XTZ","$11,871,749.44",0.08%,-0.93%,-15.67%
20.0,ETCEthereum Classic,ETC,"$521,298,768.75",$4.5779,"113,872,006 ETC","$439,473,025.62",-0.34%,-2.39%,-23.69%
,Neo,,,,,,,,
,Maker,,,,,,,,
,USD Coin,,,,,,,,
,Cosmos,,,,,,,,
,Crypto.com Coin,,,,,,,,
,NEM,,,,,,,,
,INO COIN,,,,,,,,
,Ontology,,,,,,,,
,Zcash,,,,,,,,
,Dogecoin,,,,,,,,
,Paxos Standard,,,,,,,,
,Basic Attention Token,,,,,,,,
,HedgeTrade,,,,,,,,
,TrueUSD,,,,,,,,
,VeChain,,,,,,,,
,Decred,,,,,,,,
,ThoreNext,,,,,,,,
,Qtum,,,,,,,,
,v.systems,,,,,,,,
,Ravencoin,,,,,,,,
,ZB Token,,,,,,,,
,ThoreCoin,,,,,,,,
,Bitcoin Gold,,,,,,,,
,0x,,,,,,,,
,ABBC Coin,,,,,,,,
,EDUCare,,,,,,,,
,OmiseGO,,,,,,,,
,Insight Chain,,,,,,,,
,KuCoin Shares,,,,,,,,
,Lisk,,,,,,,,
,Nano,,,,,,,,
,MineBee,,,,,,,,
,Vitae,,,,,,,,
,Karatgold Coin,,,,,,,,
,DigiByte,,,,,,,,
,Oasis City,,,,,,,,
,Augur,,,,,,,,
,BitTorrent,,,,,,,,
,Algorand,,,,,,,,
,Silverway,,,,,,,,
,Holo,,,,,,,,
,Bitcoin Diamond,,,,,,,,
,Waves,,,,,,,,
,Mixin,,,,,,,,
,Swipe,,,,,,,,
,ICON,,,,,,,,
,Single Collateral DAI,,,,,,,,
,Bytecoin,,,,,,,,
,THETA,,,,,,,,
,BitShares,,,,,,,,
,MonaCoin,,,,,,,,
,HyperCash,,,,,,,,
,MaidSafeCoin,,,,,,,,
,Maximine Coin,,,,,,,,
,Quant,,,,,,,,
,Komodo,,,,,,,,
,Pundi X,,,,,,,,
,Siacoin,,,,,,,,
,Energi,,,,,,,,
,Bitbook Gambling,,,,,,,,
,Synthetix Network Token,,,,,,,,
,Flexacoin,,,,,,,,
,Beldex,,,,,,,,
,Bytom,,,,,,,,
,IOST,,,,,,,,
,Dynamic Trading Rights,,,,,,,,
,Ardor,,,,,,,,
