Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$11,531,708,652.96",$955.85,"12,064,350 BTC",0.94%,-15.47%,22.10%
2.0,LTCLitecoin,LTC,"$817,326,372.71",$34.74,"23,529,942 LTC",1.42%,-14.91%,231.88%
3.0,XRPXRP,XRP,"$402,593,977.40",$0.0515,"7,817,889,792 XRP",1.49%,32.27%,342.00%
4.0,PPCPeercoin,PPC,"$133,213,784.09",$6.3851,"20,863,298 PPC",2.20%,-17.55%,197.14%
5.0,NMCNamecoin,NMC,"$62,668,948.41",$8.4210,"7,441,950 NMC",0.55%,-17.15%,214.37%
6.0,QRKQuark,QRK,"$61,041,537.07",$0.2485,"245,628,672 QRK",2.37%,--,> 9000%
7.0,MECMegacoin,MEC,"$31,753,577.99",$1.5055,"21,092,224 MEC",-10.47%,-35.65%,943.84%
8.0,PTSBitShares PTS,PTS,"$24,532,015.38",$24.71,"992,689 PTS",-18.58%,--,213.51%
9.0,FTCFeathercoin,FTC,"$24,154,271.26",$0.975,"24,774,450 FTC",2.14%,-25.80%,301.48%
10.0,XPMPrimecoin,XPM,"$18,467,629.33",$5.5439,"3,331,144 XPM",5.31%,-22.84%,209.75%
11.0,WDCWorldCoin,WDC,"$16,223,784.23",$0.4875,"33,281,990 WDC",4.62%,--,459.48%
12.0,FRCFreicoin,FRC,"$10,905,476.80",$0.3221,"33,855,172 FRC",-1.02%,-30.07%,753.76%
13.0,NVCNovacoin,NVC,"$10,848,054.00",$21.54,"503,734 NVC",0.38%,-15.31%,163.86%
14.0,BQCBBQCoin,BQC,"$6,523,733.24",$0.2342,"27,857,386 BQC",0.27%,--,904.86%
15.0,ZETZetacoin,ZET,"$5,959,034.15",$0.03783,"157,510,800 ZET",6.34%,5.11%,"5,676.86%"
16.0,IFCInfinitecoin,IFC,"$5,763,848.99",$0.00006539,"88,138,989,568 IFC",1.10%,-15.91%,813.81%
17.0,TRCTerracoin,TRC,"$5,460,825.59",$1.2139,"4,498,470 TRC",2.23%,-19.07%,720.49%
18.0,CBXBullion,CBX,"$4,352,024.72",$4.7793,"910,599 CBX",5.60%,-22.15%,135.90%
19.0,DVCDevcoin,DVC,"$3,631,041.48",$0.0006262,"5,798,070,272 DVC",-2.27%,-1.30%,329.65%
20.0,ANCAnoncoin,ANC,"$3,503,695.91",$6.3086,"555,383 ANC",11.17%,-35.71%,224.85%
,GoldCoin,,,,,,,
,Digitalcoin,,,,,,,
,Ixcoin,,,,,,,
,Yacoin,,,,,,,
,Tickets,,,,,,,
,Copperlark,,,,,,,
,TagCoin,,,,,,,
,StableCoin,,,,,,,
,Fastcoin,,,,,,,
,Luckycoin,,,,,,,
,BitBar,,,,,,,
,Franko,,,,,,,
,Mincoin,,,,,,,
,FLO,,,,,,,
,I0Coin,,,,,,,
,Phoenixcoin,,,,,,,
,Bytecoin,,,,,,,
,Argentum,,,,,,,
,CraftCoin,,,,,,,
,Elacoin,,,,,,,
,Junkcoin,,,,,,,
,Colossuscoin,,,,,,,
