Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1.0,BTCBitcoin,BTC,"$60,681,847,607.58","$3,464.01","17,517,787 BTC","$5,043,937,583.95",0.19%,-1.15%,-3.04%
2.0,XRPXRP,XRP,"$12,445,862,136.99",$0.3024,"41,163,466,448 XRP","$438,357,004.01",-0.01%,-2.08%,-1.76%
3.0,ETHEthereum,ETH,"$11,254,870,706.43",$107.49,"104,703,610 ETH","$2,519,334,756.88",-0.06%,-1.83%,-4.83%
4.0,EOSEOS,EOS,"$2,152,844,813.25",$2.3756,"906,245,118 EOS","$567,625,069.06",-0.34%,-0.79%,0.06%
5.0,BCHBitcoin Cash,BCH,"$2,091,663,603.10",$118.83,"17,602,425 BCH","$218,977,856.15",0.33%,-1.61%,-2.39%
6.0,USDTTether,USDT,"$2,020,950,151.37",$1.0000,"2,020,855,917 USDT","$3,756,996,123.63",-0.18%,-0.33%,-0.98%
7.0,LTCLitecoin,LTC,"$2,016,740,847.84",$33.44,"60,310,581 LTC","$820,461,890.93",-0.29%,-1.55%,2.84%
8.0,TRXTRON,TRX,"$1,696,159,965.92",$0.02544,"66,668,553,480 TRX","$174,803,441.01",-0.31%,-1.76%,-11.17%
9.0,XLMStellar,XLM,"$1,559,217,083.49",$0.08135,"19,167,472,159 XLM","$106,729,577.68",0.25%,-1.68%,-14.41%
10.0,BSVBitcoin SV,BSV,"$1,121,559,772.35",$63.72,"17,601,461 BSV","$58,052,365.05",-0.14%,-2.46%,-9.82%
11.0,ADACardano,ADA,"$985,988,168.05",$0.03803,"25,927,070,538 ADA","$12,940,762.06",-0.20%,-2.38%,-6.69%
12.0,BNBBinance Coin,BNB,"$870,405,723.23",$6.7382,"129,175,490 BNB","$59,942,157.91",0.94%,-1.45%,-4.05%
13.0,XMRMonero,XMR,"$719,406,512.16",$42.90,"16,767,882 XMR","$45,359,366.11",0.26%,-0.37%,-6.83%
